"Density","Eddy_Viscosity","Energy","Entropy","Heat_Flux","Laminar_Viscosity","Mach","Momentum:0","Momentum:1","Momentum:2","Omega","Pressure","Pressure_Coefficient","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Temperature","Turb_Kin_Energy","Y_Plus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
7.4146,0.00013839,1.8743e+06,3705.5,0,1.9738e-05,0.37305,1020,-18.248,0,781.32,7.2152e+05,8.8788e+06,0,0,0,327.64,0.014594,0,,2.8509,-5.2491,0,0
7.3942,0.0001377,1.8698e+06,3705.5,0,1.9724e-05,0.38008,1036.1,-18.547,0,757.04,7.1881e+05,8.8401e+06,0,0,0,327.31,0.014106,0,,2.924,-5.176,0,0
7.3739,0.000137,1.8654e+06,3705.6,0,1.9709e-05,0.38711,1052.1,-18.845,0,732.75,7.161e+05,8.8014e+06,0,0,0,326.98,0.013618,0,,2.9971,-5.1029,0,0
7.3509,0.00013629,1.8604e+06,3705.7,0,1.9691e-05,0.39476,1068.9,-19.048,0,711.85,7.1304e+05,8.7578e+06,0,0,0,326.6,0.013199,0,,3.0702,-5.0298,0,0
7.3237,0.00013556,1.8545e+06,3705.7,0,1.9671e-05,0.40344,1087.1,-19.093,0,696.46,7.0943e+05,8.7061e+06,0,0,0,326.14,0.012895,0,,3.1433,-4.9567,0,0
7.2965,0.00013483,1.8487e+06,3705.8,0,1.965e-05,0.41212,1105.3,-19.138,0,681.08,7.0581e+05,8.6545e+06,0,0,0,325.68,0.01259,0,,3.2164,-4.8836,0,0
7.2693,0.0001341,1.8428e+06,3705.9,0,1.9629e-05,0.42079,1123.4,-19.183,0,665.7,7.022e+05,8.6029e+06,0,0,0,325.23,0.012286,0,,3.2895,-4.8105,0,0
7.242,0.00013337,1.8369e+06,3705.9,0,1.9608e-05,0.42947,1141.6,-19.229,0,650.32,6.9859e+05,8.5512e+06,0,0,0,324.77,0.011981,0,,3.3626,-4.7374,0,0
7.2148,0.00013264,1.831e+06,3706,0,1.9588e-05,0.43814,1159.7,-19.274,0,634.93,6.9497e+05,8.4996e+06,0,0,0,324.31,0.011677,0,,3.4357,-4.6643,0,0
7.1876,0.00013191,1.8251e+06,3706.1,0,1.9567e-05,0.44682,1177.9,-19.319,0,619.55,6.9136e+05,8.448e+06,0,0,0,323.86,0.011372,0,,3.5088,-4.5912,0,0
7.1581,0.00013116,1.8187e+06,3706.2,0,1.9544e-05,0.45597,1196.3,-19.288,0,605.53,6.8745e+05,8.3921e+06,0,0,0,323.35,0.011095,0,,3.5819,-4.5181,0,0
7.1226,0.00013035,1.811e+06,3706.2,0,1.9515e-05,0.46635,1215.5,-19.057,0,595.11,6.8275e+05,8.3251e+06,0,0,0,322.73,0.010892,0,,3.655,-4.445,0,0
7.0872,0.00012954,1.8032e+06,3706.3,0,1.9487e-05,0.47674,1234.6,-18.826,0,584.69,6.7806e+05,8.258e+06,0,0,0,322.1,0.010689,0,,3.7281,-4.3719,0,0
7.0517,0.00012873,1.7955e+06,3706.3,0,1.9458e-05,0.48713,1253.8,-18.595,0,574.26,6.7337e+05,8.191e+06,0,0,0,321.48,0.010486,0,,3.8012,-4.2988,0,0
7.0162,0.00012792,1.7878e+06,3706.4,0,1.9429e-05,0.49752,1272.9,-18.364,0,563.84,6.6868e+05,8.124e+06,0,0,0,320.85,0.010282,0,,3.8743,-4.2257,0,0
6.9807,0.00012711,1.78e+06,3706.4,0,1.9401e-05,0.5079,1292.1,-18.133,0,553.42,6.6398e+05,8.0569e+06,0,0,0,320.23,0.010079,0,,3.9474,-4.1526,0,0
6.9452,0.0001263,1.7723e+06,3706.5,0,1.9372e-05,0.51829,1311.2,-17.902,0,543,6.5929e+05,7.9899e+06,0,0,0,319.6,0.0098757,0,,4.0205,-4.0795,0,0
6.9086,0.00012554,1.7643e+06,3706.5,0,1.9343e-05,0.52887,1330.3,-17.67,0,532.94,6.5446e+05,7.9209e+06,0,0,0,318.96,0.0096843,0,,4.0936,-4.0064,0,0
6.8636,0.00012514,1.7544e+06,3706.6,0,1.9305e-05,0.54091,1348.7,-17.425,0,525.57,6.4861e+05,7.8372e+06,0,0,0,318.15,0.0095812,0,,4.1667,-3.9333,0,0
6.8185,0.00012475,1.7445e+06,3706.7,0,1.9268e-05,0.55294,1367,-17.18,0,518.21,6.4275e+05,7.7536e+06,0,0,0,317.34,0.0094782,0,,4.2398,-3.8602,0,0
6.7734,0.00012435,1.7347e+06,3706.8,0,1.9231e-05,0.56497,1385.3,-16.935,0,510.85,6.369e+05,7.67e+06,0,0,0,316.53,0.0093751,0,,4.3129,-3.7871,0,0
6.7284,0.00012395,1.7248e+06,3706.9,0,1.9193e-05,0.577,1403.7,-16.69,0,503.49,6.3105e+05,7.5864e+06,0,0,0,315.72,0.009272,0,,4.386,-3.714,0,0
6.6833,0.00012355,1.7149e+06,3706.9,0,1.9156e-05,0.58903,1422,-16.445,0,496.12,6.2519e+05,7.5028e+06,0,0,0,314.91,0.0091689,0,,4.4591,-3.6409,0,0
6.6383,0.00012315,1.705e+06,3707,0,1.9119e-05,0.60106,1440.4,-16.2,0,488.76,6.1934e+05,7.4192e+06,0,0,0,314.1,0.0090659,0,,4.5322,-3.5678,0,0
6.5932,0.00012275,1.6951e+06,3707.1,0,1.9081e-05,0.61309,1458.7,-15.955,0,481.4,6.1349e+05,7.3356e+06,0,0,0,313.29,0.0089628,0,,4.6053,-3.4947,0,0
6.54,0.00012575,1.6833e+06,3707.2,0,1.9035e-05,0.62646,1474.6,-15.483,0,475.78,6.0668e+05,7.2383e+06,0,0,0,312.29,0.0091418,0,,4.6784,-3.4216,0,0
6.4862,0.00012902,1.6713e+06,3707.2,0,1.8987e-05,0.63995,1490.2,-14.992,0,470.31,5.9979e+05,7.1399e+06,0,0,0,311.27,0.0093444,0,,4.7515,-3.3485,0,0
6.4323,0.0001323,1.6593e+06,3707.3,0,1.894e-05,0.65344,1505.9,-14.501,0,464.83,5.929e+05,7.0415e+06,0,0,0,310.25,0.0095471,0,,4.8246,-3.2754,0,0
6.3784,0.00013558,1.6473e+06,3707.3,0,1.8892e-05,0.66693,1521.5,-14.01,0,459.36,5.8601e+05,6.943e+06,0,0,0,309.23,0.0097497,0,,4.8977,-3.2023,0,0
6.3245,0.00013885,1.6353e+06,3707.4,0,1.8845e-05,0.68042,1537.1,-13.519,0,453.88,5.7912e+05,6.8446e+06,0,0,0,308.21,0.0099524,0,,4.9708,-3.1292,0,0
6.2707,0.00014213,1.6234e+06,3707.4,0,1.8797e-05,0.69391,1552.8,-13.028,0,448.41,5.7223e+05,6.7462e+06,0,0,0,307.19,0.010155,0,,5.0439,-3.0561,0,0
6.2168,0.00014541,1.6114e+06,3707.5,0,1.875e-05,0.7074,1568.4,-12.538,0,442.93,5.6535e+05,6.6478e+06,0,0,0,306.17,0.010358,0,,5.117,-2.983,0,0
6.158,0.00015752,1.5982e+06,3707.5,0,1.8695e-05,0.72171,1581.1,-11.887,0,438.3,5.5796e+05,6.5423e+06,0,0,0,305.02,0.011213,0,,5.1901,-2.9099,0,0
6.0969,0.00017378,1.5844e+06,3707.6,0,1.8638e-05,0.73641,1592.4,-11.162,0,434.05,5.5034e+05,6.4334e+06,0,0,0,303.81,0.012375,0,,5.2632,-2.8368,0,0
6.0358,0.00019004,1.5707e+06,3707.7,0,1.8581e-05,0.75111,1603.7,-10.437,0,429.81,5.4272e+05,6.3245e+06,0,0,0,302.6,0.013537,0,,5.3363,-2.7637,0,0
5.9747,0.00020629,1.5569e+06,3707.7,0,1.8524e-05,0.76581,1615,-9.7117,0,425.56,5.351e+05,6.2157e+06,0,0,0,301.39,0.014699,0,,5.4094,-2.6906,0,0
5.9136,0.00022255,1.5431e+06,3707.8,0,1.8467e-05,0.78052,1626.3,-8.9865,0,421.32,5.2748e+05,6.1068e+06,0,0,0,300.18,0.01586,0,,5.4825,-2.6175,0,0
5.8525,0.00023881,1.5294e+06,3707.8,0,1.841e-05,0.79522,1637.6,-8.2614,0,417.07,5.1986e+05,5.998e+06,0,0,0,298.96,0.017022,0,,5.5556,-2.5444,0,0
5.7913,0.00025507,1.5156e+06,3707.9,0,1.8352e-05,0.80992,1648.9,-7.5362,0,412.83,5.1224e+05,5.8891e+06,0,0,0,297.75,0.018184,0,,5.6287,-2.4713,0,0
5.7284,0.00029701,1.5014e+06,3707.9,0,1.8292e-05,0.825,1658.3,-6.7674,0,408.91,5.0448e+05,5.7783e+06,0,0,0,296.48,0.02126,0,,5.7018,-2.3982,0,0
5.6625,0.0003819,1.4863e+06,3707.9,0,1.8225e-05,0.84072,1664.3,-5.9255,0,405.54,4.9649e+05,5.6641e+06,0,0,0,295.08,0.027537,0,,5.7749,-2.3251,0,0
5.5966,0.00046679,1.4712e+06,3707.9,0,1.8158e-05,0.85644,1670.4,-5.0836,0,402.18,4.885e+05,5.5499e+06,0,0,0,293.69,0.033814,0,,5.848,-2.252,0,0
5.5307,0.00055168,1.4562e+06,3708,0,1.8092e-05,0.87216,1676.4,-4.2418,0,398.81,4.805e+05,5.4358e+06,0,0,0,292.3,0.040091,0,,5.9211,-2.1789,0,0
5.4648,0.00063658,1.4411e+06,3708,0,1.8025e-05,0.88787,1682.4,-3.3999,0,395.44,4.7251e+05,5.3216e+06,0,0,0,290.91,0.046368,0,,5.9942,-2.1058,0,0
5.3989,0.00072147,1.426e+06,3708,0,1.7958e-05,0.90359,1688.5,-2.558,0,392.07,4.6452e+05,5.2075e+06,0,0,0,289.52,0.052645,0,,6.0673,-2.0327,0,0
5.333,0.00080636,1.4109e+06,3708,0,1.7891e-05,0.91931,1694.5,-1.7161,0,388.71,4.5653e+05,5.0933e+06,0,0,0,288.13,0.058922,0,,6.1404,-1.9596,0,0
5.267,0.0008942,1.3959e+06,3708,0,1.7824e-05,0.93505,1700.4,-0.87489,0,385.36,4.4854e+05,4.9792e+06,0,0,0,286.73,0.065442,0,,6.2135,-1.8865,0,0
5.1991,0.0010959,1.3801e+06,3708,0,1.775e-05,0.95151,1700.9,-0.057369,0,382.68,4.406e+05,4.8657e+06,0,0,0,285.21,0.081341,0,,6.2866,-1.8134,0,0
5.1311,0.0012976,1.3643e+06,3708,0,1.7676e-05,0.96796,1701.4,0.76015,0,379.99,4.3266e+05,4.7523e+06,0,0,0,283.69,0.09724,0,,6.3597,-1.7403,0,0
5.0631,0.0014993,1.3486e+06,3708.1,0,1.7602e-05,0.98442,1701.9,1.5777,0,377.31,4.2472e+05,4.6389e+06,0,0,0,282.17,0.11314,0,,6.4328,-1.6672,0,0
4.9952,0.001701,1.3328e+06,3708.1,0,1.7528e-05,1.0009,1702.4,2.3952,0,374.63,4.1678e+05,4.5254e+06,0,0,0,280.65,0.12904,0,,6.5059,-1.5941,0,0
4.9272,0.0019027,1.3171e+06,3708.1,0,1.7453e-05,1.0173,1702.9,3.2127,0,371.95,4.0884e+05,4.412e+06,0,0,0,279.13,0.14494,0,,6.579,-1.521,0,0
4.8592,0.0021044,1.3013e+06,3708.1,0,1.7379e-05,1.0338,1703.4,4.0302,0,369.27,4.009e+05,4.2986e+06,0,0,0,277.61,0.16084,0,,6.6521,-1.4479,0,0
4.7913,0.0023061,1.2855e+06,3708.1,0,1.7305e-05,1.0503,1703.9,4.8478,0,366.59,3.9296e+05,4.1852e+06,0,0,0,276.09,0.17673,0,,6.7252,-1.3748,0,0
4.724,0.0025889,1.2698e+06,3708.1,0,1.7228e-05,1.0669,1701.2,5.5391,0,364.29,3.853e+05,4.0758e+06,0,0,0,274.53,0.20078,0,,6.7983,-1.3017,0,0
4.657,0.0029188,1.254e+06,3708.2,0,1.7149e-05,1.0837,1696.5,6.1573,0,362.21,3.7781e+05,3.9688e+06,0,0,0,272.94,0.22954,0,,6.8714,-1.2286,0,0
4.5901,0.0032487,1.2382e+06,3708.2,0,1.707e-05,1.1005,1691.8,6.7755,0,360.13,3.7032e+05,3.8617e+06,0,0,0,271.35,0.25831,0,,6.9445,-1.1555,0,0
4.5231,0.0035785,1.2224e+06,3708.2,0,1.699e-05,1.1173,1687.1,7.3937,0,358.06,3.6283e+05,3.7547e+06,0,0,0,269.76,0.28708,0,,7.0176,-1.0824,0,0
4.4561,0.0039084,1.2066e+06,3708.3,0,1.6911e-05,1.134,1682.5,8.0118,0,355.98,3.5534e+05,3.6477e+06,0,0,0,268.18,0.31585,0,,7.0907,-1.0093,0,0
4.3892,0.0042382,1.1908e+06,3708.3,0,1.6832e-05,1.1508,1677.8,8.63,0,353.9,3.4784e+05,3.5406e+06,0,0,0,266.59,0.34461,0,,7.1638,-0.9362,0,0
4.3222,0.0045681,1.175e+06,3708.3,0,1.6753e-05,1.1676,1673.1,9.2482,0,351.82,3.4035e+05,3.4336e+06,0,0,0,265,0.37338,0,,7.2369,-0.8631,0,0
4.2562,0.0049216,1.1594e+06,3708.3,0,1.6674e-05,1.1843,1667.8,9.809,0,349.85,3.3302e+05,3.3288e+06,0,0,0,263.41,0.40522,0,,7.31,-0.79,0,0
4.1942,0.0053794,1.1445e+06,3708.4,0,1.6594e-05,1.2009,1659.3,10.118,0,348.33,3.2638e+05,3.234e+06,0,0,0,261.84,0.45053,0,,7.3831,-0.7169,0,0
4.1322,0.0058372,1.1295e+06,3708.4,0,1.6513e-05,1.2174,1650.9,10.426,0,346.8,3.1974e+05,3.1391e+06,0,0,0,260.26,0.49585,0,,7.4562,-0.6438,0,0
4.0701,0.006295,1.1146e+06,3708.4,0,1.6433e-05,1.2339,1642.5,10.735,0,345.28,3.131e+05,3.0443e+06,0,0,0,258.68,0.54117,0,,7.5293,-0.5707,0,0
4.0081,0.0067527,1.0997e+06,3708.4,0,1.6353e-05,1.2504,1634,11.043,0,343.76,3.0646e+05,2.9494e+06,0,0,0,257.1,0.58648,0,,7.6024,-0.4976,0,0
3.9461,0.0072105,1.0848e+06,3708.5,0,1.6273e-05,1.267,1625.6,11.352,0,342.24,2.9982e+05,2.8546e+06,0,0,0,255.52,0.6318,0,,7.6755,-0.4245,0,0
3.8841,0.0076683,1.0699e+06,3708.5,0,1.6192e-05,1.2835,1617.2,11.66,0,340.72,2.9318e+05,2.7597e+06,0,0,0,253.95,0.67711,0,,7.7486,-0.3514,0,0
3.822,0.0081261,1.055e+06,3708.5,0,1.6112e-05,1.3,1608.8,11.969,0,339.19,2.8654e+05,2.6649e+06,0,0,0,252.37,0.72243,0,,7.8217,-0.2783,0,0
3.7659,0.0085991,1.0413e+06,3708.5,0,1.6034e-05,1.3157,1599,12.064,0,337.95,2.8067e+05,2.581e+06,0,0,0,250.85,0.77469,0,,7.8948,-0.2052,0,0
3.7125,0.0090793,1.028e+06,3708.4,0,1.5956e-05,1.3311,1588.6,12.059,0,336.84,2.7517e+05,2.5024e+06,0,0,0,249.35,0.83022,0,,7.9679,-0.1321,0,0
3.659,0.0095595,1.0148e+06,3708.3,0,1.5878e-05,1.3464,1578.2,12.054,0,335.72,2.6967e+05,2.4238e+06,0,0,0,247.86,0.88575,0,,8.041,-0.059,0,0
3.6056,0.01004,1.0016e+06,3708.2,0,1.5801e-05,1.3617,1567.8,12.049,0,334.61,2.6416e+05,2.3452e+06,0,0,0,246.36,0.94128,0,,8.1141,0.0141,0,0
3.5522,0.01052,9.8838e+05,3708.1,0,1.5723e-05,1.377,1557.4,12.044,0,333.49,2.5866e+05,2.2665e+06,0,0,0,244.87,0.99681,0,,8.1872,0.0872,0,0
3.4988,0.011,9.7516e+05,3708,0,1.5646e-05,1.3924,1547,12.039,0,332.38,2.5315e+05,2.1879e+06,0,0,0,243.37,1.0523,0,,8.2603,0.1603,0,0
3.4454,0.01148,9.6194e+05,3707.9,0,1.5568e-05,1.4077,1536.6,12.034,0,331.26,2.4765e+05,2.1093e+06,0,0,0,241.88,1.1079,0,,8.3334,0.2334,0,0
3.3934,0.011964,9.4904e+05,3707.8,0,1.5492e-05,1.4227,1526.2,12.011,0,330.17,2.4232e+05,2.0331e+06,0,0,0,240.42,1.1647,0,,8.4065,0.3065,0,0
3.3511,0.012474,9.3831e+05,3707.8,0,1.5426e-05,1.4355,1515.8,11.868,0,329.2,2.3816e+05,1.9737e+06,0,0,0,239.17,1.2303,0,,8.4796,0.3796,0,0
3.3088,0.012983,9.2758e+05,3707.7,0,1.536e-05,1.4482,1505.3,11.725,0,328.24,2.34e+05,1.9142e+06,0,0,0,237.93,1.2959,0,,8.5527,0.4527,0,0
3.2664,0.013492,9.1685e+05,3707.7,0,1.5294e-05,1.461,1494.9,11.582,0,327.27,2.2983e+05,1.8548e+06,0,0,0,236.69,1.3615,0,,8.6258,0.5258,0,0
3.2241,0.014001,9.0612e+05,3707.7,0,1.5228e-05,1.4738,1484.4,11.439,0,326.3,2.2567e+05,1.7953e+06,0,0,0,235.44,1.4271,0,,8.6989,0.5989,0,0
3.1817,0.014511,8.9539e+05,3707.6,0,1.5163e-05,1.4866,1474,11.297,0,325.34,2.2151e+05,1.7359e+06,0,0,0,234.2,1.4927,0,,8.772,0.672,0,0
3.1394,0.01502,8.8466e+05,3707.6,0,1.5097e-05,1.4994,1463.6,11.154,0,324.37,2.1735e+05,1.6764e+06,0,0,0,232.96,1.5583,0,,8.8451,0.7451,0,0
3.0971,0.015529,8.7394e+05,3707.6,0,1.5031e-05,1.5122,1453.1,11.011,0,323.41,2.1319e+05,1.617e+06,0,0,0,231.71,1.6239,0,,8.9182,0.8182,0,0
3.0605,0.016023,8.6458e+05,3707.6,0,1.4973e-05,1.5234,1443.4,10.928,0,322.39,2.0966e+05,1.5666e+06,0,0,0,230.62,1.6896,0,,8.9913,0.8913,0,0
3.029,0.016504,8.5643e+05,3707.6,0,1.4921e-05,1.5334,1434.4,10.898,0,321.32,2.0668e+05,1.524e+06,0,0,0,229.66,1.7554,0,,9.0644,0.9644,0,0
2.9974,0.016984,8.4827e+05,3707.6,0,1.4869e-05,1.5434,1425.4,10.868,0,320.26,2.0371e+05,1.4815e+06,0,0,0,228.69,1.8212,0,,9.1375,1.0375,0,0
2.9659,0.017465,8.4012e+05,3707.7,0,1.4817e-05,1.5533,1416.3,10.838,0,319.19,2.0073e+05,1.439e+06,0,0,0,227.73,1.8869,0,,9.2106,1.1106,0,0
2.9343,0.017945,8.3196e+05,3707.7,0,1.4765e-05,1.5633,1407.3,10.808,0,318.13,1.9775e+05,1.3965e+06,0,0,0,226.76,1.9527,0,,9.2837,1.1837,0,0
2.9028,0.018426,8.2381e+05,3707.7,0,1.4713e-05,1.5732,1398.3,10.778,0,317.06,1.9478e+05,1.3539e+06,0,0,0,225.8,2.0185,0,,9.3568,1.2568,0,0
2.8713,0.018906,8.1565e+05,3707.7,0,1.4661e-05,1.5832,1389.2,10.748,0,316,1.918e+05,1.3114e+06,0,0,0,224.84,2.0843,0,,9.4299,1.3299,0,0
2.8397,0.019387,8.075e+05,3707.8,0,1.461e-05,1.5932,1380.2,10.718,0,314.93,1.8882e+05,1.2689e+06,0,0,0,223.87,2.15,0,,9.503,1.403,0,0
2.8142,0.019779,8.0081e+05,3707.8,0,1.4565e-05,1.6016,1372.3,10.764,0,313.7,1.8648e+05,1.2354e+06,0,0,0,223.06,2.2063,0,,9.5761,1.4761,0,0
2.7896,0.020158,7.9433e+05,3707.8,0,1.4522e-05,1.6098,1364.5,10.819,0,312.45,1.8422e+05,1.2031e+06,0,0,0,222.27,2.2612,0,,9.6492,1.5492,0,0
