,Density,Energy,Mach,Momentum:0,Momentum:1,Momentum:2,Pressure,Pressure_Coefficient,Temperature,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,pt,pi,s,ht,Z
60,6.7378,1742300.0,0.58708,1437.4,-2.7817,0,635590.0,7.5971e+18,317.61,,4.386,-3.714,0,0,803611.8579334281,803611.8579334281,6352.968205520316,351377.992764501,0.999741771769699
61,6.6917,1732100.0,0.5997,1456.3,-2.7163,0,629470.0,7.5102e+18,316.73,,4.4591,-3.6409,0,0,803735.2333372826,803735.2333372826,6352.965705957047,351392.6318049125,0.9997077928942436
62,6.6443,1721600.0,0.61203,1473.7,-2.5078,0,623280.0,7.4223e+18,315.84,,4.5322,-3.5678,0,0,803649.896888974,803649.896888974,6352.984086298014,351388.1628053455,0.9996737040380195
63,6.5975,1711300.0,0.6246,1491.2,-2.4243,0,617110.0,7.3346e+18,314.94,,4.6053,-3.4947,0,0,803804.9530851954,803804.9530851954,6352.980760559366,351406.49762488826,0.9996394806759491
64,6.5457,1699800.0,0.63814,1509.2,-2.3883,0,610320.0,7.2383e+18,313.94,,4.6784,-3.4216,0,0,803849.5365552501,803849.5365552501,6352.970027431724,351408.44757828733,0.999601758080277
65,6.4946,1688400.0,0.65134,1525.9,-2.323,0,603660.0,7.1437e+18,312.95,,4.7515,-3.3485,0,0,803898.5747989507,803898.5747989507,6352.9546718103,351409.3860210603,0.9995647270700677
66,6.4422,1676700.0,0.66474,1542.2,-2.2715,0,596850.0,7.0469e+18,311.94,,4.8246,-3.2754,0,0,803937.2428540761,803937.2428540761,6352.9737003696855,351420.70361335133,0.9995273203974298
67,6.389,1664800.0,0.67825,1558.0,-2.2226,0,589950.0,6.949e+18,310.9,,4.8977,-3.2023,0,0,803980.4101704807,803980.4101704807,6352.96553012461,351423.34568278206,0.9994891151324393
68,6.3349,1652700.0,0.69188,1573.1,-2.1654,0,582960.0,6.8497e+18,309.84,,4.9708,-3.1292,0,0,804030.4803569237,804030.4803569237,6352.965455694074,351429.6041850698,0.999450548684709
69,6.2799,1640400.0,0.70563,1587.7,-2.0973,0,575880.0,6.7492e+18,308.76,,5.0439,-3.0561,0,0,804082.6841912888,804082.6841912888,6352.9753672976785,351439.5228459594,0.9994116474839047
70,6.2242,1627900.0,0.71947,1601.6,-2.0144,0,568730.0,6.6477e+18,307.65,,5.117,-2.983,0,0,804138.0698199512,804138.0698199512,6352.952625283585,351438.7466057518,0.9993720014657228
71,6.1677,1615200.0,0.73345,1614.9,-1.9118,0,561500.0,6.545e+18,306.53,,5.1901,-2.9099,0,0,804213.9879188933,804213.9879188933,6352.972344982296,351454.9726335134,0.999332481573572
72,6.11,1602200.0,0.74755,1627.5,-1.7736,0,554160.0,6.4408e+18,305.37,,5.2632,-2.8368,0,0,804246.8448845819,804246.8448845819,6352.950205885612,351451.57340860914,0.999291892122705
73,6.0515,1588900.0,0.76177,1639.5,-1.6452,0,546740.0,6.3354e+18,304.2,,5.3363,-2.7637,0,0,804272.8648959318,804272.8648959318,6352.975159232564,351463.31635969365,0.9992514934894373
74,5.9922,1575500.0,0.77614,1650.8,-1.533,0,539250.0,6.229e+18,303.0,,5.4094,-2.6906,0,0,804323.8555544764,804323.8555544764,6352.975157890632,351469.713618673,0.9992104615883658
75,5.9322,1561900.0,0.79063,1661.4,-1.4251,0,531690.0,6.1217e+18,301.78,,5.4825,-2.6175,0,0,804370.3789437818,804370.3789437818,6352.986763134037,351479.49382220715,0.9991692490882345
76,5.8715,1548100.0,0.80519,1671.2,-1.3195,0,524090.0,6.0138e+18,300.54,,5.5556,-2.5444,0,0,804411.1528135309,804411.1528135309,6352.9951569816285,351487.4614324244,0.999127843247161
77,5.8104,1534100.0,0.81983,1680.3,-1.2148,0,516460.0,5.9054e+18,299.27,,5.6287,-2.4713,0,0,804462.6144163305,804462.6144163305,6352.961271812161,351482.4036899165,0.9990858261355761
78,5.7488,1520000.0,0.83454,1688.7,-1.1101,0,508800.0,5.7966e+18,298.0,,5.7018,-2.3982,0,0,804509.6009386395,804509.6009386395,6352.991792892336,351498.66890988,0.9990445052681446
79,5.6867,1505800.0,0.84933,1696.4,-1.0057,0,501110.0,5.6875e+18,296.7,,5.7749,-2.3251,0,0,804553.0703996771,804553.0703996771,6352.983379536024,351501.2630173711,0.9990026237485301
80,5.6241,1491400.0,0.8642,1703.3,-0.89961,0,493400.0,5.578e+18,295.38,,5.848,-2.252,0,0,804601.6596178365,804601.6596178365,6352.966803648029,351501.725374563,0.9989606169576568
81,5.5611,1476900.0,0.87914,1709.5,-0.79315,0,485680.0,5.4683e+18,294.05,,5.9211,-2.1789,0,0,804655.9709305977,804655.9709305977,6352.973186701222,351510.7067251789,0.9989189228254566
82,5.4978,1462300.0,0.89416,1714.9,-0.68678,0,477940.0,5.3584e+18,292.7,,5.9942,-2.1058,0,0,804700.5432260017,804700.5432260017,6352.974979089121,351516.90634239535,0.9988771569201869
83,5.4341,1447600.0,0.90924,1719.6,-0.58047,0,470200.0,5.2485e+18,291.34,,6.0673,-2.0327,0,0,804743.746262922,804743.746262922,6352.9972727442055,351529.90093538555,0.9988357370815798
84,5.3701,1432800.0,0.92439,1723.6,-0.47413,0,462460.0,5.1386e+18,289.96,,6.1404,-1.9596,0,0,804786.8474159912,804786.8474159912,6353.005830898424,351538.21504321764,0.9987942528897398
85,5.3057,1417800.0,0.93961,1726.8,-0.36689,0,454720.0,5.0286e+18,288.56,,6.2135,-1.8865,0,0,804822.0646098416,804822.0646098416,6353.002147922894,351541.3802136679,0.9987527286306341
86,5.2411,1402700.0,0.9549,1729.3,-0.26786,0,446980.0,4.9188e+18,287.15,,6.2866,-1.8134,0,0,804841.1429942277,804841.1429942277,6353.024302772434,351551.3021744013,0.9987116306296241
87,5.1763,1387600.0,0.97027,1731.0,-0.16652,0,439260.0,4.8091e+18,285.72,,6.3597,-1.7403,0,0,804881.3639278566,804881.3639278566,6353.024217176213,351556.317275101,0.998670490367858
88,5.1111,1372300.0,0.98572,1732.1,-0.065798,0,431540.0,4.6995e+18,284.28,,6.4328,-1.6672,0,0,804898.409402587,804898.409402587,6353.053758067531,351568.49480291334,0.9986298328567402
89,5.0457,1357000.0,1.0013,1732.4,0.034947,0,423830.0,4.59e+18,282.81,,6.5059,-1.5941,0,0,804949.0762109668,804949.0739244499,6353.0342885898135,351568.2317466215,0.9985887711068847
90,4.9801,1341500.0,1.0169,1732.0,0.13484,0,416130.0,4.4807e+18,281.34,,6.579,-1.521,0,0,804921.3012525898,804916.4307049278,6353.078619456452,351579.8154447815,0.9985486679787512
91,4.9143,1326000.0,1.0326,1731.0,0.23488,0,408450.0,4.3717e+18,279.84,,6.6521,-1.4479,0,0,804900.6389459049,804866.7319360041,6353.0701352691485,351574.34055330534,0.998508182719429
92,4.8483,1310400.0,1.0484,1729.2,0.33928,0,400790.0,4.2629e+18,278.33,,6.7252,-1.3748,0,0,804878.8142247089,804771.1622055928,6353.08504256125,351576.6700139493,0.9984682362865039
93,4.7821,1294700.0,1.0644,1726.8,0.43915,0,393160.0,4.1545e+18,276.81,,6.7983,-1.3017,0,0,804965.4587559063,804719.3702732843,6353.117990667437,351598.7351349566,0.9984288224738542
94,4.7158,1278900.0,1.0804,1723.7,0.53458,0,385540.0,4.0462e+18,275.27,,6.8714,-1.2286,0,0,804915.8935670094,804451.0895745539,6353.148488682832,351602.8850939516,0.9983895993148905
95,4.6492,1263000.0,1.0966,1719.9,0.62955,0,377930.0,3.9383e+18,273.7,,6.9445,-1.1555,0,0,804915.6512910587,804133.0305403126,6353.140692705607,351600.2048556743,0.9983501501278002
96,4.5823,1247000.0,1.113,1715.4,0.72422,0,370340.0,3.8305e+18,272.12,,7.0176,-1.0824,0,0,804977.3169698885,803761.0594013062,6353.165383282072,351616.3313398958,0.9983113768346609
97,4.5152,1230900.0,1.1295,1710.4,0.81875,0,362770.0,3.7229e+18,270.51,,7.0907,-1.0093,0,0,804990.8819773704,803213.2804043656,6353.148113617756,351612.16242200567,0.9982724060663695
98,4.4478,1214600.0,1.1462,1704.6,0.91404,0,355200.0,3.6155e+18,268.89,,7.1638,-0.9362,0,0,805001.203234838,802517.4554509174,6353.185411764227,351626.1351209129,0.9982342870776857
99,4.3802,1198300.0,1.163,1698.1,1.011,0,347660.0,3.5083e+18,267.24,,7.2369,-0.8631,0,0,804961.5791644187,801618.7103479018,6353.177519038378,351618.4826625242,0.9981960055469975
100,4.3126,1181900.0,1.1799,1690.9,1.0818,0,340180.0,3.4022e+18,265.59,,7.31,-0.79,0,0,804930.8636042601,800565.5335244997,6353.217851609739,351628.34008072957,0.9981588212565822
101,4.2461,1165900.0,1.197,1683.6,1.1062,0,332830.0,3.2978e+18,263.92,,7.3831,-0.7169,0,0,805175.313805343,799605.6469773906,6353.166267857449,351641.4619126223,0.9981214475179996
102,4.1766,1148900.0,1.2147,1675.0,1.456,0,325220.0,3.1897e+18,262.18,,7.4562,-0.6438,0,0,805156.4235495938,798158.1848203323,6353.179214866212,351643.4943381911,0.9980837868194783
103,4.1061,1131700.0,1.2327,1665.6,1.6069,0,317570.0,3.0811e+18,260.41,,7.5293,-0.5707,0,0,805060.5219131527,796414.4129043212,6353.227401078819,351647.84818177286,0.9980466162682833
104,4.0356,1114500.0,1.251,1655.5,1.6862,0,309970.0,2.9732e+18,258.62,,7.6024,-0.4976,0,0,805096.4031934504,794567.5858896156,6353.271876859407,351667.4679435021,0.9980099409256644
105,3.965,1097200.0,1.2695,1644.8,1.7983,0,302410.0,2.8658e+18,256.8,,7.6755,-0.4245,0,0,805119.029364236,792473.4058872022,6353.284497800217,351674.5963114943,0.9979734000281859
106,3.8936,1079600.0,1.2884,1633.2,1.946,0,294810.0,2.7579e+18,254.93,,7.7486,-0.3514,0,0,805111.7429600275,790080.9580787141,6353.267320275225,351667.842708553,0.9979366521531505
107,3.8213,1061700.0,1.3078,1620.9,2.096,0,287170.0,2.6493e+18,253.02,,7.8217,-0.2783,0,0,805154.690630254,787439.9590715269,6353.269348746209,351673.91845454427,0.9979002891811687
108,3.7483,1043600.0,1.3276,1607.8,2.2317,0,279500.0,2.5405e+18,251.07,,7.8948,-0.2052,0,0,805135.5846954837,784438.7313328374,6353.28934239351,351678.31961311,0.9978643703457862
109,3.6748,1025300.0,1.3478,1593.9,2.3548,0,271850.0,2.4319e+18,249.08,,7.9679,-0.1321,0,0,805168.3633134132,781175.7262325428,6353.281816629339,351679.8718674391,0.9978286375962953
110,3.6012,1006900.0,1.3683,1579.3,2.4735,0,264250.0,2.3239e+18,247.07,,8.041,-0.059,0,0,805207.1359180639,777612.3820967451,6353.303377511781,351692.06456299016,0.9977938970719429
111,3.5276,988480.0,1.389,1563.9,2.5925,0,256710.0,2.2169e+18,245.03,,8.1141,0.0141,0,0,805148.1200668315,773661.416618587,6353.305396795753,351685.3498477596,0.9977596618659265
112,3.4541,970020.0,1.41,1548.0,2.7135,0,249260.0,2.111e+18,242.97,,8.1872,0.0872,0,0,805178.029281889,769480.0873580878,6353.299033066827,351686.9372875679,0.9977262134789173
113,3.381,951550.0,1.4312,1531.4,2.8233,0,241890.0,2.0064e+18,240.89,,8.2603,0.1603,0,0,805134.5203658046,764930.0476519793,6353.299120512928,351681.5104449568,0.9976936902584047
114,3.3081,933110.0,1.4527,1514.3,2.9023,0,234620.0,1.9031e+18,238.79,,8.3334,0.2334,0,0,805179.991849603,760143.044760474,6353.283962488932,351682.0597283012,0.9976619541040551
115,3.2356,914700.0,1.4744,1496.6,2.9709,0,227440.0,1.8012e+18,236.68,,8.4065,0.3065,0,0,805149.1152061444,754984.3788042627,6353.312722204332,351687.96515480836,0.997631634245964
116,3.1637,896370.0,1.4964,1478.4,3.0185,0,220390.0,1.701e+18,234.55,,8.4796,0.3796,0,0,805283.5334419527,749657.496668882,6353.290908310408,351697.4056240325,0.9976018666646985
117,3.0926,878180.0,1.5184,1459.7,3.0496,0,213470.0,1.6028e+18,232.41,,8.5527,0.4527,0,0,805226.3834733957,743908.5697877312,6353.261828024836,351680.3522518281,0.9975731422901433
118,3.0226,860210.0,1.5405,1440.8,3.0666,0,206730.0,1.5071e+18,230.28,,8.6258,0.5258,0,0,805278.1909288802,738000.3000197997,6353.243268985703,351680.5391075665,0.9975458628008288
119,2.9534,842400.0,1.5627,1421.5,3.0447,0,200130.0,1.4133e+18,228.15,,8.6989,0.5989,0,0,805287.1761247643,731800.2964070458,6353.243936383065,351681.89267910545,0.997519959311068
120,2.8831,824270.0,1.5861,1401.5,2.8051,0,193440.0,1.3184e+18,225.91,,8.772,0.672,0,0,805596.112015837,725303.0974159675,6353.109423146913,351674.8918881988,0.9974929001463533
121,2.8152,806540.0,1.6079,1380.8,3.0976,0,187160.0,1.2291e+18,223.83,,8.8451,0.7451,0,0,804935.4954100004,718197.1552886609,6353.321106823438,351664.02188831865,0.9974717773973693
122,2.7532,790400.0,1.6289,1362.0,3.0726,0,181410.0,1.1475e+18,221.84,,8.9182,0.8182,0,0,804878.7814007312,711701.3878412098,6353.327754462198,351659.1674058397,0.9974510058993357
123,2.6921,774450.0,1.6501,1343.0,3.0828,0,175780.0,1.0676e+18,219.84,,8.9913,0.8913,0,0,804901.9209386781,705052.9032251821,6353.298979240861,351652.2879412948,0.9974308733920688
124,2.6309,758410.0,1.6717,1323.5,3.1042,0,170200.0,9.8836e+17,217.81,,9.0644,0.9644,0,0,804913.7571643224,698111.4571443204,6353.2587824730235,351640.10806754325,0.9974114051958088
125,2.5693,742240.0,1.6939,1303.4,3.1116,0,164640.0,9.094e+17,215.75,,9.1375,1.0375,0,0,804978.6207950868,690868.5410888336,6353.26775158252,351651.2929937143,0.9973931656425372
126,2.5073,725920.0,1.7168,1282.9,3.0897,0,159090.0,8.3063e+17,213.63,,9.2106,1.1106,0,0,805120.5025732892,683308.7321198075,6353.210396505242,351649.58975369623,0.99737495173391
127,2.445,709420.0,1.74,1261.5,3.0443,0,153590.0,7.5245e+17,211.49,,9.2837,1.1837,0,0,805005.6865394433,675286.8407779993,6353.218009222,351637.77822663315,0.9973582983632304
128,2.3853,693570.0,1.763,1240.7,3.014,0,148340.0,6.78e+17,209.39,,9.3568,1.2568,0,0,805064.3916688903,667349.7441803063,6353.197212782441,351638.07130257966,0.9973428337668435
129,2.3239,677230.0,1.7872,1219.0,2.9608,0,143010.0,6.022e+17,207.19,,9.4299,1.3299,0,0,805220.5001890652,658948.8665902358,6353.109163300451,351627.7161191624,0.9973272281924567
130,2.2641,661130.0,1.8104,1196.9,3.0092,0,137900.0,5.2974e+17,205.08,,9.503,1.403,0,0,804403.9252405232,650003.2301366514,6353.299800382111,351590.08433973265,0.9973158511219673
131,2.2063,645760.0,1.8342,1175.6,3.0784,0,133010.0,4.6026e+17,202.98,,9.5761,1.4761,0,0,804629.1076641177,641594.5340086697,6353.346840891181,351634.33117691625,0.9973043532926602
132,2.1439,629030.0,1.8605,1152.1,3.4457,0,127780.0,3.8594e+17,200.68,,9.6492,1.5492,0,0,804790.5092385598,632129.510134072,6353.440492175714,351686.4200729116,0.9972933861501434
133,2.0752,610640.0,1.8924,1126.4,3.0128,0,121960.0,3.0335e+17,197.89,,9.7223,1.6223,0,0,806740.0701788338,621879.9187044515,6352.757987623134,351698.69853817904,0.9972745797454585
