"Mach","p","tp","x","Points:0","Points:1","Points:2"
0.90607,0.17639,0.30145,9.8088,63.757,0,0
0.90757,0.17673,0.30252,9.8201,63.83,0,0
0.90906,0.17707,0.3036,9.8313,63.903,0,0
0.91056,0.17742,0.30468,9.8426,63.977,0,0
0.91057,0.17776,0.30526,9.8538,64.05,0,0
0.90979,0.1781,0.3056,9.865,64.123,0,0
0.90902,0.17845,0.30593,9.8763,64.196,0,0
0.90825,0.17879,0.30626,9.8875,64.269,0,0
0.90747,0.17914,0.30659,9.8988,64.342,0,0
0.9067,0.17948,0.30692,9.91,64.415,0,0
0.90592,0.17983,0.30726,9.9213,64.488,0,0
0.90764,0.17993,0.30802,9.9325,64.561,0,0
0.90987,0.17999,0.30888,9.9438,64.634,0,0
0.91211,0.18004,0.30973,9.955,64.708,0,0
0.91434,0.1801,0.31059,9.9663,64.781,0,0
0.91657,0.18016,0.31144,9.9775,64.854,0,0
0.91881,0.18021,0.31229,9.9888,64.927,0,0
0.92104,0.18027,0.31315,10,65,0,0
