,Index,x,y
91,91,-8.04212125408171,3.0217485659857957
92,92,-7.899412711018695,3.0166517174439917
93,93,-7.756681523810898,3.012234215154322
94,94,-7.613930926383235,3.0084961592061283
95,95,-7.47116415310041,3.005437634294225
96,96,-7.328384438693627,3.0030587097170027
97,97,-7.185595018187307,3.001359439374813
98,98,-7.042799126825784,3.000339861768804
99,99,-6.900000000000006,3.0
100,100,-6.9,3.0
101,101,-6.830303030303031,3.0090909090909093
102,102,-6.760606060606061,3.018181818181818
103,103,-6.690909090909091,3.0272727272727273
104,104,-6.621212121212121,3.036363636363636
105,105,-6.551515151515152,3.0454545454545454
106,106,-6.481818181818182,3.0545454545454547
107,107,-6.412121212121212,3.0636363636363635
108,108,-6.342424242424243,3.0727272727272728
109,109,-6.272727272727273,3.081818181818182
110,110,-6.203030303030303,3.090909090909091
111,111,-6.133333333333334,3.1
112,112,-6.063636363636364,3.109090909090909
113,113,-5.993939393939394,3.118181818181818
114,114,-5.924242424242425,3.1272727272727274
115,115,-5.854545454545455,3.1363636363636362
116,116,-5.784848484848485,3.1454545454545455
117,117,-5.715151515151515,3.1545454545454543
118,118,-5.6454545454545455,3.1636363636363636
119,119,-5.575757575757576,3.172727272727273
120,120,-5.506060606060606,3.1818181818181817
121,121,-5.4363636363636365,3.190909090909091
122,122,-5.366666666666667,3.2
123,123,-5.296969696969697,3.209090909090909
124,124,-5.227272727272728,3.2181818181818183
125,125,-5.157575757575758,3.2272727272727275
126,126,-5.087878787878788,3.2363636363636363
127,127,-5.0181818181818185,3.2454545454545456
128,128,-4.948484848484849,3.2545454545454544
129,129,-4.878787878787879,3.2636363636363637
130,130,-4.8090909090909095,3.2727272727272725
131,131,-4.73939393939394,3.2818181818181817
132,132,-4.66969696969697,3.290909090909091
133,133,-4.6,3.3
134,134,-4.53030303030303,3.309090909090909
135,135,-4.460606060606061,3.3181818181818183
136,136,-4.390909090909091,3.327272727272727
137,137,-4.321212121212121,3.3363636363636364
138,138,-4.251515151515152,3.3454545454545452
139,139,-4.181818181818182,3.3545454545454545
140,140,-4.112121212121212,3.3636363636363638
141,141,-4.042424242424243,3.3727272727272726
142,142,-3.9727272727272727,3.381818181818182
143,143,-3.9030303030303033,3.3909090909090907
144,144,-3.8333333333333335,3.4
145,145,-3.763636363636364,3.409090909090909
146,146,-3.6939393939393934,3.418181818181818
147,147,-3.624242424242425,3.4272727272727272
148,148,-3.5545454545454547,3.4363636363636365
149,149,-3.484848484848485,3.4454545454545453
150,150,-3.415151515151515,3.4545454545454546
151,151,-3.3454545454545457,3.4636363636363634
152,152,-3.275757575757576,3.4727272727272727
153,153,-3.206060606060606,3.481818181818182
154,154,-3.1363636363636367,3.4909090909090907
155,155,-3.066666666666667,3.5
156,156,-2.996969696969697,3.509090909090909
157,157,-2.9272727272727272,3.518181818181818
158,158,-2.857575757575757,3.5272727272727273
159,159,-2.787878787878788,3.536363636363636
160,160,-2.7181818181818187,3.5454545454545454
161,161,-2.6484848484848484,3.5545454545454547
162,162,-2.578787878787879,3.5636363636363635
163,163,-2.509090909090909,3.5727272727272728
164,164,-2.4393939393939394,3.581818181818182
165,165,-2.36969696969697,3.590909090909091
166,166,-2.3,3.6
167,167,-2.2303030303030305,3.609090909090909
168,168,-2.16060606060606,3.618181818181818
169,169,-2.090909090909091,3.627272727272727
170,170,-2.021212121212121,3.6363636363636362
171,171,-1.9515151515151512,3.6454545454545455
172,172,-1.8818181818181816,3.6545454545454543
173,173,-1.8121212121212125,3.6636363636363636
174,174,-1.7424242424242422,3.672727272727273
175,175,-1.6727272727272728,3.6818181818181817
176,176,-1.6030303030303037,3.690909090909091
177,177,-1.5333333333333332,3.7
178,178,-1.4636363636363638,3.709090909090909
179,179,-1.3939393939393936,3.7181818181818183
180,180,-1.3242424242424242,3.727272727272727
181,181,-1.2545454545454549,3.7363636363636363
182,182,-1.1848484848484846,3.745454545454545
183,183,-1.1151515151515152,3.7545454545454544
184,184,-1.045454545454545,3.7636363636363637
185,185,-0.9757575757575756,3.7727272727272725
186,186,-0.9060606060606062,3.7818181818181817
187,187,-0.836363636363636,3.790909090909091
188,188,-0.7666666666666666,3.8
189,189,-0.6969696969696972,3.809090909090909
190,190,-0.627272727272727,3.8181818181818183
191,191,-0.5575757575757576,3.827272727272727
192,192,-0.4878787878787882,3.8363636363636364
193,193,-0.418181818181818,3.8454545454545457
194,194,-0.3484848484848486,3.8545454545454545
195,195,-0.2787878787878783,3.8636363636363633
196,196,-0.209090909090909,3.8727272727272726
197,197,-0.1393939393939396,3.881818181818182
198,198,-0.0696969696969693,3.8909090909090907
199,199,0.0,3.9
