,Density,Energy,Mach,Momentum:0,Momentum:1,Momentum:2,Pressure,Pressure_Coefficient,Temperature,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,s,Z
341,1.5825,401130.0,0.33961,198.37,-17.327,0,155370.0,7.7773e+17,330.56,,24.927,16.827,0,0,4170.760483168221,1.0000384490550251
342,1.5817,401230.0,0.35175,205.19,-17.381,0,155030.0,7.7287e+17,329.99,,25.0,16.9,0,0,4169.629230853796,1.000079220937138
343,1.581,401320.0,0.36389,212.0,-17.434,0,154680.0,7.6801e+17,329.42,,25.073,16.973,0,0,4168.477052979721,0.9999905163816388
344,1.5802,401420.0,0.37603,218.82,-17.488,0,154340.0,7.6315e+17,328.85,,25.146,17.046,0,0,4167.3415047843855,1.0000279605459272
345,1.5795,401510.0,0.38818,225.64,-17.542,0,154000.0,7.5829e+17,328.28,,25.219,17.119,0,0,4166.184997946201,1.0000004985716773
346,1.5787,401610.0,0.40032,232.46,-17.596,0,153660.0,7.5344e+17,327.7,,25.293,17.193,0,0,4165.0224657147955,1.0000652324861594
347,1.578,401700.0,0.41246,239.27,-17.649,0,153310.0,7.4858e+17,327.13,,25.366,17.266,0,0,4163.8615596575455,0.999969288139125
348,1.5772,401800.0,0.4246,246.09,-17.703,0,152970.0,7.4372e+17,326.56,,25.439,17.339,0,0,4162.717288015853,1.0000001418317517
349,1.5754,401670.0,0.43724,252.84,-17.65,0,152480.0,7.3676e+17,325.89,,25.512,17.412,0,0,4161.531491715709,0.9999874707629649
350,1.5723,401280.0,0.45042,259.52,-17.481,0,151830.0,7.275e+17,325.13,,25.585,17.485,0,0,4160.382902393921,1.000019996428302
351,1.5692,400900.0,0.4636,266.2,-17.312,0,151180.0,7.1824e+17,324.36,,25.658,17.558,0,0,4159.208519681777,1.0000743773797114
352,1.5661,400510.0,0.47678,272.87,-17.142,0,150530.0,7.0898e+17,323.6,,25.731,17.631,0,0,4158.054057109766,1.0000889063291956
353,1.563,400130.0,0.48996,279.55,-16.973,0,149870.0,6.9972e+17,322.83,,25.804,17.704,0,0,4156.873663366222,1.0000584732260847
354,1.5599,399750.0,0.50314,286.23,-16.804,0,149220.0,6.9046e+17,322.06,,25.877,17.777,0,0,4155.690213872586,1.0000852906273086
355,1.5568,399360.0,0.51632,292.9,-16.634,0,148570.0,6.812e+17,321.3,,25.951,17.851,0,0,4154.526802657914,1.0000716718255853
356,1.5537,398980.0,0.5295,299.58,-16.465,0,147920.0,6.7194e+17,320.53,,26.024,17.924,0,0,4153.337250339909,1.0000796715917837
357,1.5506,398600.0,0.54268,306.26,-16.296,0,147270.0,6.6268e+17,319.76,,26.097,17.997,0,0,4152.144595461871,1.0000781127623615
358,1.5467,398020.0,0.55603,312.67,-16.092,0,146520.0,6.5205e+17,318.95,,26.17,18.07,0,0,4151.009287554413,1.000027098707293
359,1.5406,396960.0,0.56983,318.42,-15.799,0,145520.0,6.3792e+17,318.0,,26.243,18.143,0,0,4149.968082286074,1.0001133470956958
360,1.5345,395900.0,0.58363,324.16,-15.507,0,144530.0,6.2378e+17,317.06,,26.316,18.216,0,0,4148.948325345136,1.0002146361785016
361,1.5284,394830.0,0.59743,329.91,-15.214,0,143530.0,6.0965e+17,316.11,,26.389,18.289,0,0,4147.903247135153,1.000255554541072
362,1.5224,393770.0,0.61123,335.65,-14.922,0,142540.0,5.9551e+17,315.17,,26.462,18.362,0,0,4146.860243534442,1.0002456196238525
363,1.5163,392700.0,0.62502,341.4,-14.63,0,141540.0,5.8138e+17,314.22,,26.535,18.435,0,0,4145.811205231241,1.0002389970381107
364,1.5102,391640.0,0.63882,347.14,-14.337,0,140550.0,5.6725e+17,313.28,,26.608,18.508,0,0,4144.783887872549,1.0002470163061492
365,1.5041,390580.0,0.65262,352.89,-14.045,0,139550.0,5.5311e+17,312.33,,26.681,18.581,0,0,4143.730958791747,1.0001910845823003
366,1.498,389510.0,0.66642,358.63,-13.753,0,138550.0,5.3898e+17,311.39,,26.755,18.655,0,0,4142.699890417706,1.000077383540979
367,1.4919,388430.0,0.68022,364.34,-13.459,0,137550.0,5.2475e+17,310.44,,26.828,18.728,0,0,4141.64306344878,0.9999695066223497
368,1.4833,386720.0,0.69417,368.6,-13.107,0,136300.0,5.0692e+17,309.33,,26.901,18.801,0,0,4140.700443538801,1.0002034960390431
369,1.4747,385010.0,0.70813,372.85,-12.756,0,135040.0,4.8908e+17,308.22,,26.974,18.874,0,0,4139.758246633017,1.000325831116525
370,1.4661,383290.0,0.72208,377.11,-12.404,0,133790.0,4.7124e+17,307.11,,27.047,18.947,0,0,4138.816520531106,1.0004828596422983
371,1.4576,381580.0,0.73603,381.36,-12.052,0,132530.0,4.5341e+17,306.01,,27.12,19.02,0,0,4137.879201994556,1.0004232359305594
372,1.449,379860.0,0.74998,385.62,-11.701,0,131270.0,4.3557e+17,304.9,,27.193,19.093,0,0,4136.938533579152,1.0004219826716472
373,1.4404,378150.0,0.76394,389.88,-11.349,0,130020.0,4.1774e+17,303.79,,27.266,19.166,0,0,4135.998486592061,1.0004540019633335
374,1.4318,376430.0,0.77789,394.13,-10.997,0,128760.0,3.999e+17,302.68,,27.339,19.239,0,0,4135.059114293999,1.0003648773553304
375,1.4232,374720.0,0.79184,398.39,-10.646,0,127510.0,3.8207e+17,301.57,,27.413,19.312,0,0,4134.120471416356,1.0003079614254247
376,1.4147,373000.0,0.80579,402.65,-10.294,0,126250.0,3.6423e+17,300.46,,27.486,19.386,0,0,4133.161619612075,1.0000550817348206
377,1.4051,371010.0,0.81952,405.76,-9.9443,0,124930.0,3.4544e+17,299.3,,27.559,19.459,0,0,4132.311746067394,1.00022185574071
378,1.3951,368890.0,0.83315,408.39,-9.5952,0,123570.0,3.2624e+17,298.12,,27.632,19.532,0,0,4131.499915939317,1.0003688179867534
379,1.3852,366780.0,0.84677,411.03,-9.2461,0,122220.0,3.0704e+17,296.94,,27.705,19.605,0,0,4130.670271444248,1.0004713189441135
380,1.3752,364660.0,0.8604,413.66,-8.897,0,120870.0,2.8784e+17,295.76,,27.778,19.678,0,0,4129.865668610879,1.00059141315176
381,1.3652,362550.0,0.87403,416.29,-8.5479,0,119520.0,2.6864e+17,294.58,,27.851,19.751,0,0,4129.064951597115,1.0006555252149365
382,1.3552,360440.0,0.88766,418.93,-8.1987,0,118170.0,2.4944e+17,293.39,,27.924,19.824,0,0,4128.2429492691535,1.0006958209207268
383,1.3453,358320.0,0.90129,421.56,-7.8496,0,116810.0,2.3024e+17,292.21,,27.997,19.897,0,0,4127.428236142107,1.0004821811838336
384,1.3353,356210.0,0.91492,424.19,-7.5005,0,115460.0,2.1103e+17,291.03,,28.07,19.97,0,0,4126.639740565956,1.000365016065299
385,1.3253,354100.0,0.92855,426.83,-7.1514,0,114110.0,1.9183e+17,289.85,,28.143,20.043,0,0,4125.855696106279,1.0001836557984496
386,1.3152,351930.0,0.94197,429.0,-6.824,0,112770.0,1.728e+17,288.67,,28.217,20.117,0,0,4125.098836765063,1.0001005789898165
387,1.3049,349660.0,0.95495,430.21,-6.5425,0,111450.0,1.5411e+17,287.49,,28.29,20.19,0,0,4124.392603572796,1.0002847540362065
388,1.2945,347390.0,0.96793,431.42,-6.2609,0,110140.0,1.3542e+17,286.3,,28.363,20.263,0,0,4123.689374985064,1.0006108782103893
389,1.2842,345120.0,0.98091,432.63,-5.9794,0,108820.0,1.1673e+17,285.12,,28.436,20.336,0,0,4122.995403085506,1.000672406540952
390,1.2738,342850.0,0.99389,433.84,-5.6979,0,107500.0,9.8039e+16,283.94,,28.509,20.409,0,0,4122.331135055132,1.0007467592425496
391,1.2635,340580.0,1.0069,435.05,-5.4163,0,106190.0,7.9349e+16,282.76,,28.582,20.482,0,0,4121.650334956999,1.0007692491668212
392,1.2531,338300.0,1.0199,436.26,-5.1348,0,104870.0,6.0659e+16,281.58,,28.655,20.555,0,0,4121.0000418698655,1.0007077981732602
393,1.2428,336030.0,1.0328,437.47,-4.8533,0,103560.0,4.197e+16,280.4,,28.728,20.628,0,0,4120.333268841207,1.0005904155922958
394,1.2325,333760.0,1.0458,438.67,-4.5718,0,102240.0,2.328e+16,279.22,,28.801,20.701,0,0,4119.673746959064,1.000301547769843
395,1.2221,331490.0,1.0588,439.88,-4.2902,0,100920.0,4589800000000000.0,278.04,,28.875,20.774,0,0,4119.046008695313,1.0000155853796422
396,1.212,329210.0,1.0711,440.14,-4.0849,0,99698.0,-1.2813e+16,276.88,,28.948,20.848,0,0,4118.406517369169,1.0003127186775629
397,1.202,326940.0,1.0833,440.26,-3.8904,0,98485.0,-3.0032e+16,275.73,,29.021,20.921,0,0,4117.776838257745,1.0005185647541897
398,1.192,324660.0,1.0955,440.38,-3.6959,0,97273.0,-4.725e+16,274.58,,29.094,20.994,0,0,4117.154800284055,1.0006695965385284
399,1.182,322380.0,1.1078,440.5,-3.5014,0,96060.0,-6.4469e+16,273.42,,29.167,21.067,0,0,4116.513485880886,1.0007794465390614
400,1.172,320100.0,1.12,440.62,-3.307,0,94848.0,-8.1687e+16,272.27,,29.24,21.14,0,0,4115.907336824361,1.000793152630988
401,1.1619,317820.0,1.1322,440.74,-3.1125,0,93635.0,-9.8906e+16,271.12,,29.313,21.213,0,0,4115.335124945974,1.000809589427184
402,1.1519,315540.0,1.1444,440.86,-2.918,0,92423.0,-1.1612e+17,269.96,,29.386,21.286,0,0,4114.718708781094,1.0007127066303432
403,1.1419,313260.0,1.1566,440.98,-2.7236,0,91210.0,-1.3334e+17,268.81,,29.459,21.359,0,0,4114.13858978347,1.0004894480487103
404,1.1319,310990.0,1.1689,441.1,-2.5291,0,89997.0,-1.5056e+17,267.66,,29.532,21.432,0,0,4113.567659301508,1.0001843385846045
405,1.1221,308750.0,1.1807,440.95,-2.3619,0,88838.0,-1.6703e+17,266.53,,29.605,21.505,0,0,4113.008981545365,1.0001489003395134
406,1.1129,306580.0,1.192,440.31,-2.2425,0,87771.0,-1.8217e+17,265.45,,29.679,21.579,0,0,4112.439316893357,1.0003586344001876
407,1.1036,304420.0,1.2033,439.67,-2.1232,0,86705.0,-1.9732e+17,264.37,,29.752,21.652,0,0,4111.904569222705,1.0006076765374308
408,1.0944,302250.0,1.2146,439.04,-2.0038,0,85638.0,-2.1247e+17,263.29,,29.825,21.725,0,0,4111.351382508103,1.0006901339119232
409,1.0851,300090.0,1.2259,438.4,-1.8844,0,84571.0,-2.2762e+17,262.2,,29.898,21.798,0,0,4110.8057435649525,1.0008351870287147
410,1.0759,297920.0,1.2371,437.76,-1.765,0,83504.0,-2.4277e+17,261.12,,29.971,21.871,0,0,4110.269919670025,1.000780387030658
411,1.0666,295760.0,1.2484,437.12,-1.6456,0,82438.0,-2.5791e+17,260.04,,30.044,21.944,0,0,4109.770955314423,1.0007584387882094
412,1.0574,293600.0,1.2597,436.48,-1.5262,0,81371.0,-2.7306e+17,258.96,,30.117,22.017,0,0,4109.253674890052,1.0005555641855335
413,1.0481,291430.0,1.271,435.85,-1.4068,0,80304.0,-2.8821e+17,257.88,,30.19,22.09,0,0,4108.77429927388,1.0003692796225396
414,1.0388,289270.0,1.2823,435.21,-1.2874,0,79238.0,-3.0336e+17,256.8,,30.263,22.163,0,0,4108.305285433718,1.000115355944092
415,1.0305,287280.0,1.2927,434.24,-1.2052,0,78307.0,-3.1657e+17,255.81,,30.337,22.236,0,0,4107.819869665419,1.0001810525424368
416,1.0223,285350.0,1.3028,433.17,-1.1329,0,77413.0,-3.2927e+17,254.85,,30.41,22.31,0,0,4107.400956801736,1.0004478380106043
417,1.0142,283410.0,1.3129,432.11,-1.0607,0,76519.0,-3.4196e+17,253.89,,30.483,22.383,0,0,4106.961331554469,1.0005611468423765
418,1.006,281480.0,1.3231,431.05,-0.98843,0,75625.0,-3.5465e+17,252.93,,30.556,22.456,0,0,4106.559556884269,1.0007154700769
419,0.99788,279540.0,1.3332,429.99,-0.91619,0,74731.0,-3.6735e+17,251.97,,30.629,22.529,0,0,4106.143007721379,1.0007306238900184
420,0.98973,277600.0,1.3433,428.92,-0.84394,0,73837.0,-3.8004e+17,251.01,,30.702,22.602,0,0,4105.74434918535,1.0007136770568064
421,0.98159,275670.0,1.3535,427.86,-0.7717,0,72943.0,-3.9274e+17,250.05,,30.775,22.675,0,0,4105.3519438713565,1.0006223231940643
422,0.97344,273730.0,1.3636,426.8,-0.69945,0,72050.0,-4.0543e+17,249.09,,30.848,22.748,0,0,4104.9720701667975,1.0004883942598422
423,0.96529,271800.0,1.3737,425.74,-0.62721,0,71156.0,-4.1813e+17,248.13,,30.921,22.821,0,0,4104.60198704368,1.0002717292372048
424,0.95737,269910.0,1.3836,424.66,-0.56004,0,70289.0,-4.3043e+17,247.2,,30.994,22.894,0,0,4104.260716447617,1.0000060663060597
425,0.95078,268310.0,1.3922,423.5,-0.52312,0,69589.0,-4.4038e+17,246.38,,31.068,22.968,0,0,4103.845087558551,1.0002271939583285
426,0.9442,266700.0,1.4008,422.34,-0.48621,0,68888.0,-4.5033e+17,245.56,,31.141,23.041,0,0,4103.432356993652,1.0003811645086937
427,0.93761,265100.0,1.4094,421.17,-0.4493,0,68187.0,-4.6028e+17,244.74,,31.214,23.114,0,0,4103.028938571076,1.0005019690976447
428,0.93103,263500.0,1.4179,420.01,-0.41238,0,67486.0,-4.7023e+17,243.93,,31.287,23.187,0,0,4102.659106730373,1.0005259273106153
429,0.92444,261890.0,1.4265,418.85,-0.37547,0,66785.0,-4.8018e+17,243.11,,31.36,23.26,0,0,4102.268594411357,1.0005549129114124
430,0.91786,260290.0,1.4351,417.69,-0.33856,0,66085.0,-4.9014e+17,242.29,,31.433,23.333,0,0,4101.881492111065,1.0005401278248072
431,0.91127,258690.0,1.4436,416.53,-0.30164,0,65384.0,-5.0009e+17,241.47,,31.506,23.406,0,0,4101.504408280828,1.0004716378319984
432,0.90468,257080.0,1.4522,415.36,-0.26473,0,64683.0,-5.1004e+17,240.66,,31.579,23.479,0,0,4101.165147864184,1.0003104441402835
433,0.8981,255480.0,1.4608,414.2,-0.22782,0,63982.0,-5.1999e+17,239.84,,31.652,23.552,0,0,4100.798971424713,1.0001267659659823
434,0.89267,254160.0,1.4683,413.26,-0.16825,0,63397.0,-5.283e+17,239.11,,31.725,23.625,0,0,4100.3367223536925,1.0000542935465535
435,0.88876,253200.0,1.4746,412.62,-0.079081,0,62963.0,-5.3447e+17,238.5,,31.799,23.698,0,0,4099.743842631295,1.0001291366334581
436,0.88484,252240.0,1.4809,411.98,0.010093,0,62529.0,-5.4063e+17,237.89,,31.872,23.772,0,0,4099.15521066316,1.0001936673803273
437,0.88093,251290.0,1.4872,411.34,0.099264,0,62095.0,-5.4679e+17,237.27,,31.945,23.845,0,0,4098.532861476661,1.0002670243919376
438,0.87701,250330.0,1.4935,410.69,0.18844,0,61661.0,-5.5296e+17,236.66,,32.018,23.918,0,0,4097.946054725061,1.0002871939177185
439,0.8731,249380.0,1.4998,410.05,0.27761,0,61227.0,-5.5912e+17,236.05,,32.091,23.991,0,0,4097.356846994897,1.0002729813042768
440,0.86918,248420.0,1.5061,409.41,0.36678,0,60793.0,-5.6529e+17,235.44,,32.164,24.064,0,0,4096.772054201482,1.0002467579876377
441,0.86527,247470.0,1.5124,408.77,0.45595,0,60359.0,-5.7145e+17,234.82,,32.237,24.137,0,0,4096.15326648958,1.0002276514124357
442,0.86135,246510.0,1.5187,408.13,0.54513,0,59924.0,-5.7761e+17,234.21,,32.31,24.21,0,0,4095.570518351889,1.0001364464319902
443,0.85744,245550.0,1.525,407.48,0.6343,0,59490.0,-5.8378e+17,233.6,,32.383,24.283,0,0,4094.9854210843714,1.0000251939781397
444,0.85552,245130.0,1.5301,407.51,0.76525,0,59229.0,-5.8748e+17,233.1,,32.456,24.356,0,0,4094.060257847141,1.0000126888101455
445,0.85464,244990.0,1.5346,407.89,0.91798,0,59059.0,-5.8991e+17,232.67,,32.53,24.43,0,0,4092.994957473926,1.0000138952200814
446,0.85376,244850.0,1.5391,408.27,1.0707,0,58888.0,-5.9233e+17,232.23,,32.603,24.503,0,0,4091.8954640395054,1.0000373708843722
447,0.85287,244700.0,1.5436,408.65,1.2234,0,58717.0,-5.9476e+17,231.79,,32.676,24.576,0,0,4090.797103059518,1.0000687926793796
448,0.85199,244560.0,1.5481,409.03,1.3761,0,58546.0,-5.9718e+17,231.36,,32.749,24.649,0,0,4089.7249975108607,1.00004146141221
449,0.85111,244420.0,1.5526,409.41,1.5289,0,58375.0,-5.9961e+17,230.92,,32.822,24.722,0,0,4088.618490691182,1.0000534264705094
450,0.85023,244280.0,1.5571,409.79,1.6816,0,58205.0,-6.0204e+17,230.49,,32.895,24.795,0,0,4087.541820305001,1.000035302819993
451,0.84935,244130.0,1.5616,410.17,1.8343,0,58034.0,-6.0446e+17,230.05,,32.968,24.868,0,0,4086.430608967892,1.0000394379632591
452,0.84846,243990.0,1.5661,410.55,1.987,0,57863.0,-6.0689e+17,229.62,,33.041,24.941,0,0,4085.3528374522734,1.0000078564742843
453,0.84758,243850.0,1.5706,410.93,2.1398,0,57692.0,-6.0931e+17,229.18,,33.114,25.014,0,0,4084.236887365208,1.0000039838125843
454,0.84745,243860.0,1.5741,411.45,2.1756,0,57592.0,-6.1073e+17,228.82,,33.187,25.087,0,0,4083.1151949324208,0.9999945796064054
455,0.8475,243920.0,1.5773,411.99,2.185,0,57509.0,-6.1192e+17,228.48,,33.26,25.16,0,0,4081.9935828688576,0.9999803582428374
456,0.84754,243970.0,1.5805,412.54,2.1944,0,57425.0,-6.1311e+17,228.13,,33.334,25.234,0,0,4080.8412853450554,1.0000044900610836
457,0.84758,244020.0,1.5837,413.08,2.2037,0,57341.0,-6.143e+17,227.79,,33.407,25.307,0,0,4079.7198373047086,0.9999849374376061
458,0.84762,244070.0,1.5869,413.63,2.2131,0,57257.0,-6.1549e+17,227.44,,33.48,25.38,0,0,4078.5640904806496,1.0000094354139646
459,0.84766,244120.0,1.5901,414.17,2.2225,0,57173.0,-6.1668e+17,227.1,,33.553,25.453,0,0,4077.4392815600677,0.9999901170759672
460,0.8477,244180.0,1.5933,414.72,2.2318,0,57090.0,-6.1787e+17,226.76,,33.626,25.526,0,0,4076.3128090433866,0.9999884001345585
461,0.84774,244230.0,1.5966,415.26,2.2412,0,57006.0,-6.1906e+17,226.41,,33.699,25.599,0,0,4075.15187417241,1.0000134447339633
462,0.84779,244280.0,1.5998,415.81,2.2506,0,56922.0,-6.2025e+17,226.07,,33.772,25.672,0,0,4074.0185068913524,0.999982679508395
463,0.84783,244330.0,1.603,416.35,2.2599,0,56838.0,-6.2144e+17,225.72,,33.845,25.745,0,0,4072.8540702181367,1.0000080982182251
464,0.84887,244540.0,1.6054,417.15,2.1097,0,56816.0,-6.2176e+17,225.36,,33.918,25.818,0,0,4071.304819286461,0.9999912185648641
465,0.85003,244770.0,1.6077,417.97,1.9429,0,56800.0,-6.2198e+17,225.0,,33.992,25.892,0,0,4069.7121885296588,0.9999427013467042
466,0.85118,244990.0,1.61,418.8,1.7761,0,56784.0,-6.2221e+17,224.63,,34.065,25.965,0,0,4068.0886457041674,0.9999547898399089
467,0.85233,245220.0,1.6123,419.62,1.6093,0,56768.0,-6.2243e+17,224.27,,34.138,26.038,0,0,4066.4967386804274,0.9999267496110097
468,0.85348,245440.0,1.6146,420.44,1.4426,0,56753.0,-6.2265e+17,223.9,,34.211,26.111,0,0,4064.8702977502967,0.9999653055224629
469,0.85463,245670.0,1.6169,421.27,1.2758,0,56737.0,-6.2288e+17,223.54,,34.284,26.184,0,0,4063.2755846679984,0.9999459801571398
470,0.85578,245900.0,1.6191,422.09,1.109,0,56721.0,-6.231e+17,223.17,,34.357,26.257,0,0,4061.646213786954,0.9999757853539097
471,0.85693,246120.0,1.6214,422.91,0.94219,0,56705.0,-6.2333e+17,222.81,,34.43,26.33,0,0,4060.0486634024915,0.9999651847039027
472,0.85809,246350.0,1.6237,423.74,0.77539,0,56689.0,-6.2355e+17,222.45,,34.503,26.403,0,0,4058.446248357093,0.9999472625936899
473,0.85924,246570.0,1.626,424.56,0.60861,0,56674.0,-6.2378e+17,222.08,,34.576,26.476,0,0,4056.8124548177216,1.0000080160433649
474,0.86354,247710.0,1.622,425.95,0.30616,0,57060.0,-6.1829e+17,222.46,,34.649,26.549,0,0,4056.5992504279816,1.0000942396058186
475,0.86808,248910.0,1.6175,427.39,-0.0066142,0,57477.0,-6.1237e+17,222.9,,34.722,26.622,0,0,4056.5090125839747,1.000156182434971
476,0.87262,250110.0,1.613,428.82,-0.3194,0,57894.0,-6.0645e+17,223.33,,34.796,26.696,0,0,4056.390759205742,1.000241521921199
477,0.87716,251310.0,1.6086,430.25,-0.63217,0,58310.0,-6.0053e+17,223.77,,34.869,26.769,0,0,4056.3109747812737,1.0002438996303016
478,0.8817,252510.0,1.6041,431.69,-0.94496,0,58727.0,-5.9461e+17,224.21,,34.942,26.842,0,0,4056.236275978292,1.0002430609373367
479,0.88625,253710.0,1.5996,433.12,-1.2577,0,59144.0,-5.8869e+17,224.64,,35.015,26.915,0,0,4056.130188959137,1.0002554013419604
480,0.89079,254910.0,1.5951,434.56,-1.5705,0,59561.0,-5.8277e+17,225.08,,35.088,26.988,0,0,4056.06553286389,1.0002148356812337
481,0.89533,256110.0,1.5906,435.99,-1.8833,0,59978.0,-5.7685e+17,225.52,,35.161,27.061,0,0,4056.0057540872585,1.0001550472911294
482,0.89987,257310.0,1.5861,437.42,-2.1961,0,60395.0,-5.7093e+17,225.95,,35.234,27.134,0,0,4055.917925123044,1.0001207021986889
483,0.90441,258510.0,1.5816,438.86,-2.5089,0,60812.0,-5.6502e+17,226.39,,35.307,27.207,0,0,4055.8677650193545,1.0000235842189662
484,0.91358,260870.0,1.5729,441.47,-2.7962,0,61673.0,-5.5278e+17,227.22,,35.38,27.28,0,0,4055.5887895491132,1.0003350507325737
485,0.92336,263380.0,1.5636,444.22,-3.0802,0,62593.0,-5.3972e+17,228.1,,35.453,27.354,0,0,4055.296334139866,1.0006287472546644
486,0.93314,265880.0,1.5543,446.98,-3.3642,0,63513.0,-5.2666e+17,228.98,,35.527,27.427,0,0,4055.0261482784713,1.0008334689822203
487,0.94291,268390.0,1.545,449.74,-3.6482,0,64433.0,-5.136e+17,229.86,,35.6,27.5,0,0,4054.780771719404,1.000963541362092
488,0.95269,270900.0,1.5357,452.5,-3.9322,0,65352.0,-5.0054e+17,230.74,,35.673,27.573,0,0,4054.5532830001407,1.000985851160139
489,0.96247,273410.0,1.5264,455.26,-4.2163,0,66272.0,-4.8747e+17,231.62,,35.746,27.646,0,0,4054.3462950787284,1.0009453563413886
490,0.97224,275920.0,1.5171,458.02,-4.5003,0,67192.0,-4.7441e+17,232.5,,35.819,27.719,0,0,4054.1623117344725,1.0008400520411802
491,0.98202,278420.0,1.5078,460.78,-4.7843,0,68111.0,-4.6135e+17,233.38,,35.892,27.792,0,0,4053.9946600438147,1.000637648526498
492,0.9918,280930.0,1.4985,463.54,-5.0683,0,69031.0,-4.4829e+17,234.26,,35.965,27.865,0,0,4053.8459102223337,1.0003810871256893
493,1.0016,283440.0,1.4892,466.3,-5.3523,0,69951.0,-4.3523e+17,235.14,,36.038,27.938,0,0,4053.709632723882,1.0000383350458801
494,1.0158,287050.0,1.477,469.83,-5.4947,0,71338.0,-4.1553e+17,236.33,,36.111,28.011,0,0,4053.2767171663577,1.00054682162936
495,1.0312,290990.0,1.4639,473.58,-5.5951,0,72863.0,-3.9387e+17,237.61,,36.185,28.084,0,0,4052.8184932776812,1.0012510408799038
496,1.0467,294930.0,1.4507,477.34,-5.6956,0,74389.0,-3.7221e+17,238.9,,36.258,28.158,0,0,4052.407672551361,1.0016451612101365
497,1.0622,298870.0,1.4376,481.09,-5.7961,0,75914.0,-3.5055e+17,240.19,,36.331,28.231,0,0,4052.0403385135464,1.0018534705445272
498,1.0777,302810.0,1.4245,484.85,-5.8965,0,77440.0,-3.2889e+17,241.47,,36.404,28.304,0,0,4051.6840872526786,1.0019541075378555
499,1.0931,306750.0,1.4114,488.61,-5.997,0,78965.0,-3.0723e+17,242.76,,36.477,28.377,0,0,4051.4261701621413,1.0019387361395429
500,1.1086,310680.0,1.3982,492.36,-6.0975,0,80490.0,-2.8557e+17,244.04,,36.55,28.45,0,0,4051.1490250885527,1.0017274793742057
501,1.1241,314620.0,1.3851,496.12,-6.1979,0,82016.0,-2.6391e+17,245.33,,36.623,28.523,0,0,4050.9397839371395,1.0013514442423856
502,1.1396,318560.0,1.372,499.88,-6.2984,0,83541.0,-2.4225e+17,246.61,,36.696,28.596,0,0,4050.736379874222,1.000875587543532
503,1.1551,322500.0,1.3589,503.63,-6.3989,0,85066.0,-2.2058e+17,247.9,,36.769,28.669,0,0,4050.5978731552386,1.000238234980462
504,1.1721,326800.0,1.346,507.37,-6.5185,0,86774.0,-1.9633e+17,249.16,,36.842,28.742,0,0,4050.023018347706,1.0004380015661605
505,1.1902,331360.0,1.3334,511.09,-6.6514,0,88609.0,-1.7028e+17,250.41,,36.916,28.816,0,0,4049.1873901011877,1.0010361744658485
506,1.2083,335920.0,1.3208,514.81,-6.7843,0,90444.0,-1.4423e+17,251.66,,36.989,28.889,0,0,4048.4019546704544,1.0014616988557314
507,1.2264,340480.0,1.3082,518.53,-6.9172,0,92278.0,-1.1817e+17,252.91,,37.062,28.962,0,0,4047.6648525276223,1.0017136238693567
508,1.2445,345040.0,1.2955,522.25,-7.0501,0,94113.0,-9.212e+16,254.16,,37.135,29.035,0,0,4046.9743112270603,1.0018231552756836
509,1.2625,349600.0,1.2829,525.98,-7.183,0,95948.0,-6.6067e+16,255.41,,37.208,29.108,0,0,4046.35216409285,1.0018672801594923
510,1.2806,354160.0,1.2703,529.7,-7.3158,0,97782.0,-4.0015e+16,256.66,,37.281,29.181,0,0,4045.7494176971536,1.0016840977850097
511,1.2987,358720.0,1.2577,533.42,-7.4487,0,99617.0,-1.3962e+16,257.91,,37.354,29.254,0,0,4045.1883970416684,1.0013824766889645
512,1.3168,363280.0,1.2451,537.14,-7.5816,0,101450.0,1.2091e+16,259.16,,37.427,29.327,0,0,4044.6676298200755,1.0009394649498382
513,1.3349,367840.0,1.2324,540.86,-7.7145,0,103290.0,3.8143e+16,260.41,,37.5,29.4,0,0,4044.1857085448755,1.000450112733963
514,1.3525,372300.0,1.2216,544.62,-7.8315,0,105050.0,6.3164e+16,261.48,,37.573,29.473,0,0,4043.3401102414796,1.000147047797886
515,1.3692,376570.0,1.2142,548.44,-7.9173,0,106670.0,8.6173e+16,262.21,,37.646,29.546,0,0,4041.7653808308896,1.0003908360718017
516,1.3858,380830.0,1.2069,552.26,-8.0031,0,108290.0,1.0918e+17,262.93,,37.72,29.62,0,0,4040.2222747207534,1.0006707514065962
517,1.4025,385100.0,1.1995,556.09,-8.0889,0,109910.0,1.3219e+17,263.66,,37.793,29.693,0,0,4038.723204340725,1.000768531684962
518,1.4192,389370.0,1.1921,559.91,-8.1747,0,111530.0,1.552e+17,264.38,,37.866,29.766,0,0,4037.2324708730735,1.0008363079721114
519,1.4358,393630.0,1.1847,563.74,-8.2605,0,113150.0,1.7821e+17,265.11,,37.939,29.839,0,0,4035.8260503994393,1.0008708718896215
520,1.4525,397900.0,1.1774,567.56,-8.3463,0,114770.0,2.0122e+17,265.84,,38.012,29.912,0,0,4034.4332540604605,1.0007727304842338
521,1.4692,402170.0,1.17,571.38,-8.4321,0,116390.0,2.2423e+17,266.56,,38.085,29.985,0,0,4033.0462676573984,1.0006525800292256
522,1.4858,406430.0,1.1626,575.21,-8.5179,0,118010.0,2.4724e+17,267.29,,38.158,30.058,0,0,4031.7400076102144,1.0005050752925826
