,Density,Energy,Mach,Momentum:0,Momentum:1,Momentum:2,Pressure,Pressure_Coefficient,Temperature,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,s,Z
889,1.1785,343880.0,1.7472,611.16,1.2966,0,74163.0,-3.7542e+17,211.88,,64.986,56.886,0,0,3928.06490124414,1.0000259939607297
890,1.1783,343790.0,1.7472,611.05,1.2716,0,74141.0,-3.7573e+17,211.85,,65.059,56.959,0,0,3928.010170870446,1.0000406278223068
891,1.1781,343710.0,1.7473,610.94,1.2467,0,74120.0,-3.7603e+17,211.83,,65.132,57.032,0,0,3927.990486683631,1.0000215043615102
892,1.1779,343620.0,1.7474,610.83,1.2218,0,74099.0,-3.7633e+17,211.8,,65.205,57.105,0,0,3927.9357486078925,1.0000495531915743
893,1.1778,343540.0,1.7475,610.72,1.1968,0,74077.0,-3.7664e+17,211.77,,65.278,57.178,0,0,3927.855786622137,0.9999791615503859
894,1.1776,343450.0,1.7475,610.61,1.1719,0,74056.0,-3.7694e+17,211.75,,65.351,57.251,0,0,3927.8360973568674,0.9999599022236464
895,1.1782,343600.0,1.7471,610.82,1.0513,0,74106.0,-3.7623e+17,211.77,,65.424,57.325,0,0,3927.7549377247337,1.0000310111632655
896,1.1791,343790.0,1.7465,611.11,0.90969,0,74171.0,-3.753e+17,211.8,,65.498,57.398,0,0,3927.6333302533794,1.0000025096124783
897,1.18,343990.0,1.7459,611.39,0.76807,0,74237.0,-3.7437e+17,211.83,,65.571,57.471,0,0,3927.511880922963,0.9999873137646711
898,1.1808,344190.0,1.7453,611.68,0.62646,0,74302.0,-3.7345e+17,211.86,,65.644,57.544,0,0,3927.415740847872,1.0000431563400616
899,1.1817,344380.0,1.7447,611.97,0.48485,0,74367.0,-3.7252e+17,211.9,,65.717,57.617,0,0,3927.3296288062725,0.9999668908457381
900,1.1825,344580.0,1.7441,612.25,0.34324,0,74433.0,-3.7159e+17,211.93,,65.79,57.69,0,0,3927.233743474316,1.0000356598504354
901,1.1834,344770.0,1.7436,612.54,0.20163,0,74498.0,-3.7066e+17,211.96,,65.863,57.763,0,0,3927.112880961882,1.000006190701161
902,1.1843,344970.0,1.743,612.82,0.060014,0,74564.0,-3.6973e+17,211.99,,65.936,57.836,0,0,3926.9921753576523,0.9999899707432564
903,1.1851,345170.0,1.7424,613.11,-0.0816,0,74629.0,-3.688e+17,212.03,,66.009,57.909,0,0,3926.9317059790933,0.9999973784924475
904,1.186,345360.0,1.7418,613.4,-0.22321,0,74694.0,-3.6787e+17,212.06,,66.082,57.982,0,0,3926.8112894510737,0.9999673542668391
905,1.1868,345560.0,1.7412,613.68,-0.36482,0,74760.0,-3.6694e+17,212.09,,66.156,58.056,0,0,3926.716053316732,1.000034801050557
906,1.1877,345760.0,1.7406,613.97,-0.50643,0,74825.0,-3.6602e+17,212.12,,66.229,58.129,0,0,3926.5959299116575,1.0000043778607959
907,1.1886,345950.0,1.74,614.25,-0.64804,0,74891.0,-3.6509e+17,212.15,,66.302,58.202,0,0,3926.4759621956127,0.9999871477530099
908,1.1917,346750.0,1.7376,615.28,-0.86603,0,75163.0,-3.6122e+17,212.36,,66.375,58.275,0,0,3926.436973521694,1.0000184221160402
909,1.195,347600.0,1.735,616.38,-1.0919,0,75456.0,-3.5705e+17,212.58,,66.448,58.348,0,0,3926.384486109395,1.0001082774670154
910,1.1984,348460.0,1.7323,617.48,-1.3177,0,75750.0,-3.5288e+17,212.81,,66.521,58.421,0,0,3926.3435753841986,1.0000745047188566
911,1.2018,349320.0,1.7297,618.58,-1.5436,0,76044.0,-3.4871e+17,213.03,,66.594,58.494,0,0,3926.269334563565,1.000081829876897
912,1.2051,350170.0,1.7271,619.68,-1.7695,0,76337.0,-3.4454e+17,213.25,,66.667,58.567,0,0,3926.221323218844,1.0001531631517049
913,1.2085,351030.0,1.7244,620.78,-1.9953,0,76631.0,-3.4038e+17,213.48,,66.74,58.64,0,0,3926.1849533783793,1.000101767346835
914,1.2119,351890.0,1.7218,621.89,-2.2212,0,76924.0,-3.3621e+17,213.7,,66.813,58.713,0,0,3926.115328356674,1.0000785263936678
915,1.2152,352740.0,1.7192,622.99,-2.447,0,77218.0,-3.3204e+17,213.92,,66.886,58.786,0,0,3926.071693492144,1.0001449555061914
916,1.2186,353600.0,1.7166,624.09,-2.6729,0,77512.0,-3.2787e+17,214.15,,66.96,58.86,0,0,3926.039763092395,1.0000765432977923
917,1.2219,354460.0,1.7139,625.19,-2.8987,0,77805.0,-3.237e+17,214.37,,67.033,58.933,0,0,3925.998958090455,1.0001183252774104
918,1.2253,355310.0,1.7113,626.29,-3.1246,0,78099.0,-3.1953e+17,214.59,,67.106,59.006,0,0,3925.9352974043295,1.0000854537350898
919,1.2287,356170.0,1.7087,627.39,-3.3504,0,78392.0,-3.1536e+17,214.82,,67.179,59.079,0,0,3925.90770774841,0.9999878535254345
920,1.232,357030.0,1.706,628.49,-3.5763,0,78686.0,-3.1119e+17,215.04,,67.252,59.152,0,0,3925.8711196330137,1.0000254669322581
921,1.2392,358860.0,1.7006,630.74,-3.815,0,79332.0,-3.0202e+17,215.51,,67.325,59.225,0,0,3925.76152428747,1.0001914143362631
922,1.2469,360800.0,1.695,633.11,-4.0551,0,80015.0,-2.9232e+17,216.01,,67.398,59.298,0,0,3925.6424320167403,1.000252115123844
923,1.2545,362730.0,1.6893,635.48,-4.2952,0,80698.0,-2.8262e+17,216.5,,67.471,59.371,0,0,3925.520066689261,1.0004093815076356
924,1.2621,364670.0,1.6836,637.85,-4.5352,0,81381.0,-2.7292e+17,217.0,,67.544,59.444,0,0,3925.439015919905,1.0004907372581833
925,1.2697,366610.0,1.678,640.22,-4.7753,0,82064.0,-2.6322e+17,217.5,,67.618,59.518,0,0,3925.364792845787,1.0005432156922371
926,1.2773,368540.0,1.6723,642.58,-5.0154,0,82747.0,-2.5353e+17,217.99,,67.691,59.591,0,0,3925.263226611885,1.0006134228259485
927,1.285,370480.0,1.6666,644.95,-5.2554,0,83430.0,-2.4383e+17,218.49,,67.764,59.664,0,0,3925.1792939726033,1.0005322734555728
928,1.2926,372420.0,1.6609,647.32,-5.4955,0,84113.0,-2.3413e+17,218.98,,67.837,59.737,0,0,3925.0912070006625,1.0005483280808556
929,1.3002,374350.0,1.6553,649.69,-5.7356,0,84796.0,-2.2443e+17,219.48,,67.91,59.81,0,0,3925.043500461546,1.0004924222744997
930,1.3078,376290.0,1.6496,652.06,-5.9757,0,85479.0,-2.1473e+17,219.98,,67.983,59.883,0,0,3925.0020882631848,1.000410987077044
931,1.3154,378230.0,1.6439,654.43,-6.2157,0,86162.0,-2.0503e+17,220.47,,68.056,59.956,0,0,3924.9331930127228,1.000350013532275
932,1.323,380170.0,1.6382,656.8,-6.4558,0,86845.0,-1.9533e+17,220.97,,68.129,60.029,0,0,3924.9041472955864,1.0002192538882022
933,1.3307,382100.0,1.6326,659.17,-6.6959,0,87528.0,-1.8563e+17,221.47,,68.202,60.102,0,0,3924.8587810362624,0.9999896227084571
934,1.342,384960.0,1.6246,662.36,-6.8252,0,88585.0,-1.7062e+17,222.18,,68.275,60.175,0,0,3924.7239106848324,1.0003368372457007
935,1.3542,388040.0,1.6162,665.76,-6.9283,0,89731.0,-1.5434e+17,222.96,,68.349,60.249,0,0,3924.638214907853,1.0006363911399194
936,1.3664,391120.0,1.6077,669.15,-7.0313,0,90878.0,-1.3806e+17,223.73,,68.422,60.322,0,0,3924.5343514226074,1.0009220009124753
937,1.3786,394200.0,1.5992,672.54,-7.1344,0,92024.0,-1.2178e+17,224.5,,68.495,60.395,0,0,3924.445370616449,1.0011289909524361
938,1.3909,397280.0,1.5907,675.94,-7.2374,0,93170.0,-1.055e+17,225.27,,68.568,60.468,0,0,3924.349561633687,1.0011989373823897
939,1.4031,400360.0,1.5822,679.33,-7.3405,0,94317.0,-8.9226e+16,226.05,,68.641,60.541,0,0,3924.3223186003165,1.0012450755923463
940,1.4153,403440.0,1.5738,682.72,-7.4435,0,95463.0,-7.2948e+16,226.82,,68.714,60.614,0,0,3924.2759556459614,1.0012644025779214
941,1.4275,406520.0,1.5653,686.12,-7.5466,0,96609.0,-5.667e+16,227.59,,68.787,60.687,0,0,3924.2431054059343,1.0012253678064682
942,1.4397,409600.0,1.5568,689.51,-7.6496,0,97756.0,-4.0391e+16,228.36,,68.86,60.76,0,0,3924.223450049423,1.001140278212523
943,1.4519,412680.0,1.5483,692.9,-7.7527,0,98902.0,-2.4112e+16,229.14,,68.933,60.833,0,0,3924.24908514889,1.0009468350431197
944,1.4642,415760.0,1.5399,696.3,-7.8557,0,100050.0,-7834700000000000.0,229.91,,69.006,60.906,0,0,3924.234508122485,1.0006964974246941
945,1.4764,418840.0,1.5314,699.69,-7.9588,0,101190.0,8443800000000000.0,230.68,,69.079,60.979,0,0,3924.252677969215,1.000384991090242
946,1.4886,421920.0,1.5229,703.08,-8.0618,0,102340.0,2.4722e+16,231.45,,69.153,61.053,0,0,3924.2828555616097,1.0001238027983645
947,1.5012,425150.0,1.5149,706.41,-7.9894,0,103560.0,4.2097e+16,232.22,,69.226,61.126,0,0,3924.2456175438715,1.0002243337442374
948,1.5142,428470.0,1.5071,709.7,-7.8126,0,104830.0,6.0126e+16,232.99,,69.299,61.199,0,0,3924.1426718698244,1.0004804651535317
949,1.5271,431790.0,1.4994,712.99,-7.6358,0,106100.0,7.8155e+16,233.76,,69.372,61.272,0,0,3924.072956834606,1.000739999484606
950,1.54,435110.0,1.4916,716.28,-7.459,0,107370.0,9.6183e+16,234.53,,69.445,61.345,0,0,3924.0163795906797,1.0009384658101823
951,1.5529,438420.0,1.4838,719.56,-7.2822,0,108640.0,1.1421e+17,235.3,,69.518,61.418,0,0,3923.9726393558653,1.0010779382217387
952,1.5659,441740.0,1.4761,722.85,-7.1055,0,109910.0,1.3224e+17,236.07,,69.591,61.491,0,0,3923.922476272069,1.0010964801713071
953,1.5788,445060.0,1.4683,726.14,-6.9287,0,111180.0,1.5027e+17,236.83,,69.664,61.564,0,0,3923.872344502126,1.001166680766692
954,1.5917,448380.0,1.4605,729.43,-6.7519,0,112450.0,1.683e+17,237.6,,69.737,61.637,0,0,3923.865645856464,1.0011412543783225
955,1.6046,451690.0,1.4528,732.72,-6.5751,0,113720.0,1.8633e+17,238.37,,69.811,61.71,0,0,3923.870657809166,1.0010644003505833
956,1.6176,455010.0,1.445,736.01,-6.3983,0,114990.0,2.0435e+17,239.14,,69.884,61.784,0,0,3923.8687571325213,1.0008759679004864
957,1.6305,458330.0,1.4372,739.3,-6.2215,0,116260.0,2.2238e+17,239.91,,69.957,61.857,0,0,3923.896556135913,1.0007018793956437
958,1.6434,461650.0,1.4295,742.58,-6.0447,0,117530.0,2.4041e+17,240.68,,70.03,61.93,0,0,3923.9352977315325,1.000481359273309
959,1.6563,464960.0,1.4217,745.87,-5.8679,0,118800.0,2.5844e+17,241.45,,70.103,62.003,0,0,3923.9847400514036,1.000215959128275
960,1.6674,467820.0,1.4156,748.76,-5.6799,0,119870.0,2.737e+17,242.06,,70.176,62.076,0,0,3923.8744682456863,0.9999798062975077
961,1.675,469850.0,1.4124,750.93,-5.4719,0,120600.0,2.8406e+17,242.41,,70.249,62.149,0,0,3923.596641708933,1.0000587534517653
962,1.6826,471890.0,1.4092,753.11,-5.2639,0,121330.0,2.9441e+17,242.75,,70.322,62.222,0,0,3923.292795382821,1.0001649365377439
963,1.6903,473920.0,1.4059,755.28,-5.0559,0,122060.0,3.0476e+17,243.09,,70.395,62.295,0,0,3922.9759804587266,1.0001981138029956
964,1.6979,475960.0,1.4027,757.46,-4.848,0,122790.0,3.1512e+17,243.44,,70.468,62.368,0,0,3922.7118689776926,1.0002360482783255
965,1.7055,477990.0,1.3995,759.63,-4.64,0,123520.0,3.2547e+17,243.78,,70.542,62.442,0,0,3922.4217161822216,1.0003017698750203
966,1.7132,480030.0,1.3963,761.8,-4.432,0,124250.0,3.3583e+17,244.13,,70.615,62.515,0,0,3922.1490950687507,1.0002550006063176
967,1.7208,482060.0,1.3931,763.98,-4.224,0,124980.0,3.4618e+17,244.47,,70.688,62.588,0,0,3921.867835190677,1.0002950072148238
968,1.7284,484100.0,1.3899,766.15,-4.0161,0,125710.0,3.5654e+17,244.82,,70.761,62.661,0,0,3921.621261488205,1.0002814749898226
969,1.7361,486130.0,1.3866,768.33,-3.8081,0,126440.0,3.6689e+17,245.16,,70.834,62.734,0,0,3921.3315191985853,1.000238779146761
970,1.7437,488170.0,1.3834,770.5,-3.6001,0,127170.0,3.7725e+17,245.51,,70.907,62.807,0,0,3921.09346727953,1.0002009624584747
971,1.7513,490200.0,1.3802,772.68,-3.3921,0,127890.0,3.876e+17,245.85,,70.98,62.88,0,0,3920.8293477584725,1.0001137029339247
972,1.7589,492240.0,1.377,774.85,-3.1842,0,128620.0,3.9796e+17,246.2,,71.053,62.953,0,0,3920.599560453764,1.0000526348648253
973,1.7666,494270.0,1.3738,777.02,-2.9762,0,129350.0,4.0831e+17,246.54,,71.126,63.026,0,0,3920.326888988923,0.9999640020071507
974,1.7692,495090.0,1.3736,778.17,-2.8246,0,129580.0,4.1154e+17,246.61,,71.199,63.099,0,0,3920.100887293208,0.9999859828789951
975,1.7717,495900.0,1.3734,779.3,-2.6735,0,129800.0,4.1471e+17,246.68,,71.272,63.173,0,0,3919.8922302921414,0.9999864567935902
976,1.7743,496710.0,1.3732,780.44,-2.5223,0,130030.0,4.1789e+17,246.74,,71.346,63.246,0,0,3919.637273605288,1.0000472047660607
977,1.7769,497520.0,1.3731,781.57,-2.3712,0,130250.0,4.2107e+17,246.81,,71.419,63.319,0,0,3919.412995241084,0.9999897380477272
978,1.7794,498330.0,1.3729,782.71,-2.22,0,130480.0,4.2424e+17,246.88,,71.492,63.392,0,0,3919.2059835844534,1.0000644831277627
979,1.782,499140.0,1.3727,783.85,-2.0689,0,130700.0,4.2742e+17,246.94,,71.565,63.465,0,0,3918.9527639362122,1.0000460406812381
980,1.7846,499950.0,1.3725,784.98,-1.9177,0,130920.0,4.306e+17,247.01,,71.638,63.538,0,0,3918.7301928227957,0.999986467781657
981,1.7871,500760.0,1.3724,786.12,-1.7666,0,131150.0,4.3377e+17,247.08,,71.711,63.611,0,0,3918.524811126344,1.0000584830540746
982,1.7897,501570.0,1.3722,787.25,-1.6154,0,131370.0,4.3695e+17,247.14,,71.784,63.684,0,0,3918.2733125362197,1.000037924662706
983,1.7923,502380.0,1.372,788.39,-1.4643,0,131590.0,4.4012e+17,247.21,,71.857,63.757,0,0,3918.052432803169,0.999976279527641
984,1.7948,503190.0,1.3718,789.53,-1.3131,0,131820.0,4.433e+17,247.28,,71.93,63.83,0,0,3917.8486658836687,1.0000456039002856
985,1.7974,504000.0,1.3717,790.66,-1.162,0,132040.0,4.4648e+17,247.34,,72.004,63.903,0,0,3917.598872579165,1.0000229628720254
986,1.8,504820.0,1.3715,791.8,-1.0108,0,132260.0,4.4965e+17,247.41,,72.077,63.977,0,0,3917.3796685627512,0.99995927883959
987,1.801,505130.0,1.3716,792.29,-0.85543,0,132340.0,4.5075e+17,247.42,,72.15,64.05,0,0,3917.2447246856905,0.9999681456422073
988,1.8006,505020.0,1.3719,792.24,-0.69642,0,132290.0,4.5006e+17,247.38,,72.223,64.123,0,0,3917.190646860952,0.9999740643509579
989,1.8002,504910.0,1.3722,792.18,-0.53743,0,132240.0,4.4937e+17,247.34,,72.296,64.196,0,0,3917.1365642803476,0.9999799157391387
990,1.7998,504810.0,1.3725,792.13,-0.37844,0,132200.0,4.4869e+17,247.31,,72.369,64.269,0,0,3917.112500599118,1.0000209097715513
991,1.7994,504700.0,1.3728,792.07,-0.21943,0,132150.0,4.48e+17,247.27,,72.442,64.342,0,0,3917.0584133644084,1.0000266485648375
992,1.7991,504590.0,1.3731,792.02,-0.060443,0,132100.0,4.4731e+17,247.23,,72.515,64.415,0,0,3916.9878126631766,0.9999767346745204
993,1.7987,504480.0,1.3734,791.96,0.098547,0,132050.0,4.4663e+17,247.19,,72.588,64.488,0,0,3916.933712250179,0.9999823256361297
994,1.7983,504370.0,1.3737,791.91,0.25755,0,132000.0,4.4594e+17,247.15,,72.661,64.561,0,0,3916.8796070824424,0.9999878488976511
995,1.7979,504260.0,1.374,791.85,0.41654,0,131950.0,4.4526e+17,247.11,,72.734,64.634,0,0,3916.825497160208,0.9999933043798069
996,1.7975,504160.0,1.3743,791.8,0.57555,0,131910.0,4.4457e+17,247.08,,72.808,64.708,0,0,3916.8014340874865,1.00003403117855
997,1.7972,504050.0,1.3746,791.75,0.73454,0,131860.0,4.4388e+17,247.04,,72.881,64.781,0,0,3916.730793356517,0.9999837289466869
998,1.7968,503940.0,1.3749,791.69,0.89353,0,131810.0,4.432e+17,247.0,,72.954,64.854,0,0,3916.6766703606677,0.9999889903343998
999,1.7964,503830.0,1.3752,791.64,1.0525,0,131760.0,4.4251e+17,246.96,,73.027,64.927,0,0,3916.6225426112346,0.9999941836403876
1000,1.796,503720.0,1.3755,791.58,1.2115,0,131710.0,4.4182e+17,246.92,,73.1,65.0,0,0,3916.568410108467,0.9999993087849284
